"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Adrian Peterson","RB","FA","29.1","8.7","15.5","26","-","8.3","5.6","14.3","23.7","19.7","6.5","18.8","21.1","1.7","-","4.7","-","14.6","203.7"
"Dez Bryant","WR","FA","2.2","20.1","9.8","20.1","24.1","3.6","11","19.3","6.4","4.4","-","8.6","12.1","7.2","21.3","13.3","15.9","12.5","199.4"
"Antonio Brown","WR","FA","7.5","5.7","31.6","9.8","-","9.2","5.3","8.4","13.1","10.4","25.9","14.4","5.9","19.8","12.7","10.5","8.7","12.4","198.9"
"Seattle Seahawks","DST","SEA","9","22","10","17","8","11","11","11","3","8","17","BYE","13","5","24","11","16","12.3","196"
"Alshon Jeffery","WR","FA","4.2","4.1","5.1","21.4","27.8","4.2","12.1","-","12.1","11.9","10","4.6","36.9","13.7","12.9","7.6","6","12.2","194.6"
"Geno Smith","QB","SEA","14.9","4.3","24.6","8.3","22.1","4.8","20.5","3.2","12.4","-","-3.9","3","-0.6","21.8","13.1","27.4","18","12.1","193.7"
"Carolina Panthers","DST","CAR","8","5","23","BYE","8","11","17","9","19","14","7","6","16","1","14","14","18","11.9","190"
"DeSean Jackson","WR","FA","16.4","25.3","6.2","3.4","19.2","18.4","2.1","6.3","21","14","8.2","-","3.6","10.9","25.5","4.1","2.8","11.7","187.4"
"Kansas City Chiefs","DST","KC","23","8","23","13","16","25","8","4","22","BYE","2","-3","0","14","19","1","5","11.3","180"
"Stephen Gostkowski","K","FA","12","7","14","14","7","14","10","10","13","-","9","10","14","9","8","13","15","11.2","179"
"Frank Gore","RB","FA","12.5","3","10.3","19.3","14.1","10.1","22.4","17.7","-","10.3","5.6","3.4","8.9","11","8.6","16.3","1.4","10.9","174.9"
"Le'Veon Bell","RB","FA","-","-","-","20.4","-","5.6","9.9","11.1","13.9","15.6","8.8","9.8","19.6","8","16.7","16.9","15.6","13.2","171.9"
"Matt Prater","K","ARI","7","13","17","12","18","5","10","9","BYE","4","11","7","5","17","9","14","12","10.6","170"
"Aaron Rodgers","QB","GB","24.6","34.9","12.2","BYE","15.8","16.7","23.6","22.5","2","-","-","-","-","-","-","-","17.2","18.8","169.4"
"Alfred Morris","RB","FA","9.4","12","13.3","7.1","-","14.1","9.5","15.3","18.1","13.9","9.3","5.2","11.3","3.1","6.6","14.8","6.3","10.6","169.3"
"Arizona Cardinals","DST","ARI","10","5","5","12","24","5","6","16","BYE","12","7","13","5","20","14","12","2","10.5","168"
"Cincinnati Bengals","DST","CIN","2","10","12","5","15","7","1","24","6","12","26","BYE","12","-1","2","19","15","10.4","167"
"Giovani Bernard","RB","FA","3","18.5","15.9","7.5","4.9","16","5.9","2.7","22.4","15.5","8.6","-","6.6","14.8","10.6","6.7","7.3","10.4","166.9"
"Ryan Fitzpatrick","QB","FA","-","-","-","8.1","20.9","6.1","-","-","-","23.9","15.5","23.4","15.4","9.3","30.3","9.3","4.4","15.2","166.7"
"San Francisco 49ers","DST","SF","5","6","1","13","22","12","14","12","BYE","11","5","15","9","6","15","11","6","10.2","163"
"Justin Tucker","K","BAL","9","2","14","8","18","5","11","BYE","6","9","10","15","19","3","23","1","9","10.1","162"
"Adam Vinatieri","K","FA","3","8","11","14","10","13","16","-","7","-","15","3","20","4","13","13","12","10.8","162"
"Chad Henne","QB","FA","1.4","14.5","5.9","-","7.8","7.8","11.2","13.2","-","3.1","10.2","9.9","13.8","16","15.7","15.6","15.2","10.8","161.3"
"Vernon Davis","TE","FA","21.8","2","-","7.8","14.8","30","6.2","11.2","-","0.2","9.3","11","14.2","8.1","13.9","0","10.5","10.7","161"
"Stephen Hauschka","K","FA","7","9","9","13","17","8","13","2","9","19","13","-","10","5","13","4","9","10","160"
"Mike Glennon","QB","FA","-","-","-","5.6","-","18.9","17.5","15.2","16","7.3","17.6","16.2","3.5","7.6","13.2","4.6","14.8","12.2","158"
"Mason Crosby","K","FA","4","8","13","-","20","16","7","15","8","7","9","8","6","11","9","7","9","9.8","157"
"Larry Fitzgerald","WR","FA","20","3.3","6.4","12.8","4.3","16.1","1.7","10.8","-","2.3","12.1","17.6","13.2","15.6","4.9","1.8","11.3","9.6","154.2"
"Los Angeles Rams","DST","LAR","9","2","2","2","15","29","4","8","7","23","-","13","6","3","12","15","4","9.6","154"
"Dan Bailey","K","FA","13","14","7","3","12","7","5","17","11","5","-","6","7","4","24","6","12","9.6","153"
"Keenan Allen","WR","LAC","-","3.4","-0.4","8","17.5","16.7","6.7","-","18.8","4.1","4.5","12.4","8.6","17.9","14.9","6.6","8.9","9.9","148.6"
"Julian Edelman","WR","FA","19.9","8.2","4.4","11.8","4.2","5.7","4.4","0.7","1.1","-","2.7","23","10.1","14.4","19.9","7.7","8.5","9.2","146.7"
"New England Patriots","DST","NE","5","16","12","4","12","5","12","14","10","BYE","3","10","2","1","6","28","5","9.1","145"
"Nick Folk","K","NE","12","4","10","9","13","6","13","13","16","BYE","2","3","3","16","10","6","8","9","144"
"Buffalo Bills","DST","BUF","15","8","4","15","4","5","14","0","6","6","19","BYE","7","5","12","21","2","8.9","143"
"T.Y. Hilton","WR","FA","2","12.4","1.3","5.1","26","4.3","2.7","-","30.1","13","4.4","3.8","4.6","0.7","7.8","5.2","15.5","8.7","138.9"
"Marvin Jones Jr.","WR","DET","2.1","3.5","9.8","0","4.7","16.5","11.7","36.2","6.6","0.9","0.8","-","1.2","11.7","10.8","9.1","12.1","8.6","137.7"
"Josh McCown","QB","FA","-","-","-","-","-","-","15.5","-","20.9","6.5","12.5","18.5","22.2","39.5","-","0.5","-","17","136.1"
"Indianapolis Colts","DST","IND","6","7","11","23","12","3","11","BYE","1","3","4","3","10","-4","17","17","11","8.4","135"
"Robbie Gould","K","FA","8","7","11","10","4","12","13","-","9","7","12","3","9","13","8","5","4","8.4","135"
"Jason Witten","TE","FA","19","1.2","6.7","4.3","18.1","2.7","4.8","1.5","16.2","2.7","-","15.7","5.3","7","13.1","1.3","13.5","8.3","133.1"
"Graham Gano","K","NYG","1","11","10","-","8","5","14","7","12","6","7","11","9","8","13","6","3","8.2","131"
"Tampa Bay Buccaneers","DST","TB","10","15","5","11","BYE","2","2","2","6","7","15","19","4","24","2","5","-3","7.9","126"
"Ryan Succop","K","FA","4","6","14","9","15","6","5","13","12","-","5","8","4","9","8","1","7","7.9","126"
"Golden Tate","WR","FA","5.1","1.9","11.7","1.7","12.1","3.3","7.7","21.3","2.9","16.6","2.6","-","4.5","6.5","2.5","3.4","19.1","7.7","122.9"
"Greg Zuerlein","K","NYJ","14","6","1","4","10","9","8","9","3","8","-","11","8","5","9","14","3","7.6","122"
"Philadelphia Eagles","DST","PHI","11","4","6","-3","9","5","7","10","8","9","9","BYE","11","8","1","21","6","7.6","122"
"Miami Dolphins","DST","MIA","16","6","4","0","12","BYE","7","5","22","4","6","7","17","6","4","4","1","7.6","121"
"New York Giants","DST","NYG","4","-2","1","6","-3","0","11","17","BYE","16","16","7","8","0","6","15","18","7.5","120"
"Mike Nugent","K","FA","3","9","4","7","9","11","12","7","10","5","12","-","6","6","2","6","10","7.4","119"
"Randy Bullock","K","FA","8","2","10","9","4","7","12","-","7","7","13","7","8","8","4","8","4","7.4","118"
"Greg Olsen","TE","FA","5.6","14.4","5.4","-","7.9","1.9","4.7","8.1","12.6","1.4","11.2","9.4","8.5","4","8.8","3.5","10.2","7.4","117.6"
"Dallas Cowboys","DST","DAL","26","6","12","8","0","8","16","8","12","-1","BYE","10","5","-3","0","2","7","7.3","116"
"Tennessee Titans","DST","TEN","13","11","6","23","7","13","2","BYE","6","7","0","5","7","-4","1","6","13","7.3","116"
"Denver Broncos","DST","DEN","9","9","3","11","4","10","0","20","BYE","5","6","14","1","5","2","11","5","7.2","115"
"Emmanuel Sanders","WR","FA","5.7","7.8","3.9","5.7","-","13","0.7","16.8","9.8","3.8","0.2","11.2","10.3","12.5","3.8","6.7","2.6","7.2","114.5"
"Baltimore Ravens","DST","BAL","1","12","15","8","7","8","6","BYE","4","12","3","16","1","2","8","1","7","6.9","111"
"Chicago Bears","DST","CHI","7","13","25","6","1","13","-1","BYE","8","2","14","-2","7","1","11","0","6","6.9","111"
"Cleveland Browns","DST","CLE","6","5","12","13","12","2","0","6","10","BYE","9","0","3","8","19","0","6","6.9","111"
"Pittsburgh Steelers","DST","PIT","4","1","2","0","BYE","14","2","8","1","9","8","23","2","9","4","12","11","6.9","110"
"New Orleans Saints","DST","NO","8","9","12","13","6","6","BYE","11","2","4","6","11","0","9","0","7","5","6.8","109"
"Matt Schaub","QB","FA","23.8","19.9","5.8","18.7","0.9","7.4","-","-","-","-","6.2","-","-","10.6","-","7.5","3.9","10.5","104.8"
"Cordarrelle Patterson","RB","ATL","1","1.4","4.9","0.9","-","0.3","2.4","2.6","1.3","8.2","2.8","5.4","9.1","20.7","11","12.2","20.5","6.5","104.7"
"Las Vegas Raiders","DST","LV","4","9","1","11","20","6","-","10","-3","16","6","3","9","2","0","7","3","6.5","104"
"Case Keenum","QB","HOU","-","-","-","-","-","-","13.8","BYE","28.6","19.3","8.8","5","15.5","9.7","2.9","-","-","13","103.6"
"Washington Commanders","DST","WAS","12","0","9","23","BYE","2","6","12","6","2","3","4","5","-2","7","6","8","6.4","103"
"Detroit Lions","DST","DET","11","9","7","16","1","7","1","-1","BYE","5","-3","5","22","1","2","9","8","6.3","100"
"Green Bay Packers","DST","GB","1","4","18","BYE","9","8","9","2","2","5","6","8","11","6","3","4","4","6.3","100"
"Lamar Miller","RB","FA","1","13.5","6.4","12.8","1.5","-","4.7","11.2","10.9","1.1","3.7","4.7","8.5","3.3","6.1","0.8","7.7","6.1","97.9"
"New York Jets","DST","NYJ","10","5","9","1","4","5","12","-1","7","BYE","0","7","3","12","2","11","10","6.1","97"
"Jared Cook","TE","FA","24.1","1","4.4","4.5","2.6","4.5","3.3","3.1","9.6","1.7","-","14","4.9","4.9","0.8","2.7","9","5.9","95.1"
"Kenny Stills","WR","FA","8.6","1","0","3.8","0","12.4","-","25.3","3.5","13.5","1.1","2.2","0.3","2.2","5","2.6","13.6","5.9","95.1"
"Los Angeles Chargers","DST","LAC","4","1","3","6","4","7","15","-","9","3","7","3","5","9","4","9","2","5.7","91"
"DeAndre Hopkins","WR","ARI","6.6","17.7","6","2.7","2.3","2.7","13.6","-","5.4","6.9","0.7","0.8","7.7","7.6","5.2","0.8","3.5","5.6","90.2"
"Ted Ginn Jr.","WR","FA","1","12.2","14.2","-","7.8","1.9","3.4","8","1","1.9","8.5","1.1","10.7","0.5","2.4","7.3","6.6","5.5","88.5"
"Jacksonville Jaguars","DST","JAC","4","6","2","3","1","8","1","-2","BYE","17","3","11","10","8","8","6","0","5.4","86"
"Kai Forbath","K","LAR","3","-","-","-","-","10","9","3","7","10","0","6","5","6","8","12","7","6.6","86"
"Tavon Austin","WR","FA","4","17.5","3.3","0.6","3.2","0.3","1.9","0.9","0.6","26.2","-","16.4","3.5","6.5","-","-","-","6.5","84.9"
"Atlanta Falcons","DST","ATL","4","8","9","-1","3","BYE","11","5","4","0","-2","2","3","15","15","2","6","5.3","84"
"Rob Gronkowski","TE","FA","-","-","-","-","-","-","11.4","2.7","20.3","-","11.9","15","18.7","3.2","-","-","-","11.9","83.2"
"Robert Woods","WR","HOU","7.8","9.1","3.5","15.3","6.4","0.9","2.4","0.7","4.4","-","-","-","3.9","2","14.2","7","2.7","5.7","80.3"
"Danny Amendola","WR","FA","10.4","-","-","-","5.5","0.1","-","1.5","18.2","-","4.5","1.7","5.4","9.6","13.1","4.5","0.9","6.3","75.4"
"Randall Cobb","WR","FA","17.4","18.8","5.4","-","10.7","5.3","-","-","-","-","-","-","-","-","-","-","17.5","12.5","75.1"
"Minnesota Vikings","DST","MIN","3","15","10","9","BYE","-3","4","-2","5","4","-3","2","7","7","5","0","9","4.5","72"
"Zach Ertz","TE","ARI","1.1","5.8","0.5","3.8","3.8","1.3","3.3","0.5","10.2","0","3.1","-","18.8","0","11.7","2.7","4.3","4.4","70.9"
"Jordan Reed","TE","FA","3.8","7.8","5","-","-","5.8","19.4","9","5.5","12.2","1.2","-","-","-","-","-","-","7.7","69.7"
"Julio Jones","WR","FA","11.6","24.2","12.2","10.8","9.9","-","-","-","-","-","-","-","-","-","-","-","-","13.7","68.7"
"Houston Texans","DST","HOU","9","7","2","10","0","0","7","BYE","5","7","1","9","2","1","3","-3","4","4","64"
"Brandon Bolden","RB","LV","-","-","10","1.2","6.4","2.8","10.3","8.9","3.6","-","-","12.9","2","-","0","2.2","0","5","60.3"
"Andre Roberts","WR","FA","9.7","3.6","0.6","0.6","0","0.5","3.3","0.8","-","13.2","1.4","4.3","2.9","0.8","1.5","2.5","13.4","3.7","59.1"
"Mohamed Sanu Sr.","WR","FA","-0.1","4.4","6.8","1.9","2.8","4.4","1.2","2.4","6.2","2.6","8.1","-","0.9","2.6","2","10.7","1.2","3.6","58.1"
"Marcedes Lewis","TE","FA","-","-","-","0","-","-","3.1","-1.4","-","3.9","2.3","1.8","8.6","10.2","11.4","11","7","5.3","57.9"
"Tyler Eifert","TE","FA","4.7","6.6","0.7","3.9","5.3","1.3","10.5","2.3","1.4","5.5","1.5","-","0.9","2","9.3","0.6","-","3.8","56.5"
"Mark Ingram II","RB","FA","1.1","2","-","-","-","-","-","-","1.9","22","2.9","3.2","2.2","0.4","4.4","9","2.3","4.7","51.4"
"Kyle Rudolph","TE","FA","2.7","10.2","2.8","0.6","-","15.7","2.7","5.1","9.5","-","-","-","-","-","-","-","-","6.2","49.3"
"Cole Beasley","WR","BUF","-","-","0.7","1.6","10.7","4.4","5.3","0.8","6.8","1.8","-","1.3","1.9","8","1.9","2.9","0.7","3.5","48.8"
"Marquise Goodwin","WR","CLE","-2","-","-","-","-","11","0","5.6","12.4","0.9","15.8","-","0","0","0","-0.3","2.2","3.8","45.6"
"Logan Paulsen","TE","FA","0","1.3","5.1","2.6","-","0","0","0","0.9","6.3","0","0","10.1","8.4","2.1","0.7","3.2","2.5","40.7"
"Brian Hoyer","QB","LV","-","-","18.6","19.5","2.1","-","-","-","-","-","-","-","-","-","-","-","-","13.4","40.2"
"Benjamin Watson","TE","FA","3.1","0","1.4","6.4","0","6.1","-","4.5","0","0.5","-","6.1","0","2","1.2","2.6","0.7","2.3","34.6"
"Michael Crabtree","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","6.8","4","10.5","10.2","2.9","6.9","34.4"
"Kirk Cousins","QB","MIN","-","-","-","-","BYE","-","-","-2","-","-","-","-","-","2.4","21.2","10.9","1.1","6.7","33.6"
"Luke Willson","TE","FA","0","0","7.6","0","2.8","1.7","2.3","0","0","1.9","0.7","-","0.2","13","2.3","0.3","0.4","2.1","33.2"
"Ryan Griffin","TE","FA","0","0","0","0","0","1.8","0","-","0","6.2","-","3.7","0","1","6.2","6.6","4.9","2","30.4"
"Bruce Miller","TE","FA","2.4","2.2","1","2.2","0.4","1.7","1","5.6","-","1","0.8","0","2","2.7","2.6","-","-","1.8","25.6"
"Anthony Sherman","RB","FA","4.4","0","1","0.6","1.3","0","1","8.3","0.2","-","-0.1","0.8","0.8","0","1.5","0","0","1.2","19.8"
"Dwayne Harris","WR","FA","1.2","0.4","6.4","1.3","1.3","0","0.6","0","7.3","0.1","-","0","-","0","-","-","0","1.4","18.6"
"Levine Toilolo","TE","FA","0","0.4","6.2","0.4","7.5","-","0","0.6","0","0","0.6","0.6","1.2","0","0","0","0","1.1","17.5"
"Chase Daniel","QB","FA","-0.1","-","-","-0.2","-","-","-","-","-","-","-","-","-","-1.6","1.1","-","17.9","3.4","17.1"
"James Develin","RB","FA","0","0.4","0","1.5","0","0","0","0","0","-","0","0","7.6","3.1","0.2","0","0.4","0.8","13.2"
"Travis Benjamin","WR","FA","4.4","2.2","-2","3.9","0","4.5","0","0","-","-","-","-","-","-","-","-","-","1.6","13"
"Blaine Gabbert","QB","FA","2.4","-","-","2.2","7.8","-","-","-","-","-","-","-","-","-","-","-","-","4.1","12.4"
"Vance McDonald","TE","FA","2.5","1.9","0.6","0.9","0","0.7","2","0","-","0","1","2.3","0","0","-","0","0","0.8","11.9"
"Theo Riddick","RB","FA","0","0","0.6","0","0","-","-","1.4","-","0","0","0","0.5","1.2","0.6","6.8","0","0.8","11.1"
"Josh Hill","TE","FA","0","0","0","0","0","0","-","1.7","-0.8","0","6.3","1.6","0","0","-","-","0.8","0.7","9.6"
"Chris Hogan","WR","FA","0","0","0","0","1.6","0.2","0","0","0","1.6","2.9","-","0","1.2","0","0.8","0","0.5","8.3"
"Lee Smith","TE","FA","0","0","0","2.8","0","0","1.8","0","0","0","0.1","-","0","0.7","0","2.4","0","0.5","7.8"
"Taiwan Jones","RB","FA","0","0","0","1.9","0","0","-","0","0","0","0","0","0","0.6","3.2","0.1","0","0.4","5.8"
"Tyrod Taylor","QB","NYG","-","-","-","-","-","-","-","-","BYE","1.8","-","1.3","-","-","-","2","-","1.7","5.1"
"Patrick DiMarco","RB","FA","-","-","0","0","1.2","-","0","1.3","0","0","0","0","0.5","0.7","0.7","0.2","0.3","0.4","4.9"
"Virgil Green","TE","FA","0","0.5","0.3","0.5","0","0","0","0","-","0.4","0","0.3","0.2","0","0","0.8","1.5","0.3","4.5"
"Joe Webb III","QB","FA","0","0","0","0","-","2.4","0","0","0","0","0.9","0","0","0","0","0","0","0.2","3.3"
"Josh Johnson","QB","FA","-","-","-","-","-","-","-","1.7","-","-","-","-","-","-","-","0.3","-","1","2"
"Jack Doyle","TE","FA","-","0","0","0","0","0","0.7","-","0","0","0","0","0","0.8","-0.4","0.6","0.2","0.1","1.9"
"Matt Barkley","QB","BUF","-","-","-","-","-","-","-0.8","2.3","0.3","-","-","BYE","-","-","-","-","-","0.6","1.8"
"Kenjon Barner","RB","FA","-","-","-","-","0.5","-","0","0.3","-","0","-","-","0.6","-","0","0","0","0.2","1.4"
"Rex Burkhead","RB","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"Derek Carrier","TE","FA","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","-","-","0","0"
"Tyrell Williams","WR","FA","-","-","-","-","-","-","-","0","-","0","0","-","-","-","-","-","-","0","0"
"Matthew Slater","WR","NE","0","0","-","-","-","-","0","0","0","BYE","0","0","0","0","0","0","0","0","0"
"John Brown","WR","FA","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0"
"Kyle Juszczyk","RB","SF","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"Luke Stocker","TE","FA","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Clark Harris","TE","FA","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0"
"Jonathan Brown","K","FA","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0"
"Chris Thompson","RB","FA","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Kyle Nelson","TE","FA","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Kelce","TE","KC","-","0","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"Beau Brinkley","TE","FA","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"Colt McCoy","QB","ARI","-","-","-","0","-0.3","-","-","0.5","BYE","-","-","-","-","-","-0.3","-","-","0","-0.1"
"Matt Moore","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-1.9","-","-1.9","-1.9"
""
""
