"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"David Njoku","TE","CLE","1.3","2","3.6","5.2","6.9","11.5","11.2","0","5.3","1.8","BYE","12.3","0.8","3.5","3","13.3","6.2","5.5","87.9"
"Gus Edwards","RB","BAL","-","-","-","-","-","4.2","0","1.9","1","BYE","19.5","11.8","8.2","6.7","16.4","10.5","7.6","8","87.8"
"Kyle Rudolph","TE","FA","7.1","7.2","10.8","5.7","4.1","3.7","1.6","3.9","2.8","-","1.3","6.3","3.8","0.7","2.3","24.2","1.9","5.5","87.4"
"Jamaal Williams","RB","NO","4.6","7.1","4.5","2.7","7.2","3.9","-","6.9","5.4","0.3","0.5","0.5","2.7","1.7","15.7","21.6","2","5.5","87.3"
"Royce Freeman","RB","FA","7.1","8.8","11.8","12.7","4.7","2.2","9.7","-","-","-","9","1.7","2.8","3.6","0.8","2.1","10.3","6.2","87.3"
"Anthony Miller","WR","PIT","1.4","7.1","3.5","-","-","8.9","3.5","10.4","5.8","18.2","8.4","4.4","6.1","0","0","8.8","0.7","5.8","87.2"
"Josh Lambo","K","FA","8","7","7","13","2","1","1","16","-","10","12","3","6","1","-","-","-","6.7","87"
"O.J. Howard","TE","LV","5.4","15.6","7.2","0","-","12.2","6.7","12.8","17.3","1.5","7.8","-","-","-","-","-","-","8.7","86.5"
"Cole Beasley","WR","BUF","7.3","1.3","4.6","5.3","0.8","22.1","5.6","-","1.6","3.7","5.1","0.5","0.9","1.8","4.2","5","15.4","5.3","85.2"
"Jeff Driskel","QB","FA","-","-","-","-","-","-","2.1","-","-","11.3","0","17.1","9.7","12","10.4","17.4","5.1","9.5","85.1"
"Duke Johnson Jr.","RB","FA","2.5","1","3.3","9.6","4.2","10.9","1.9","1.6","20.6","10.6","-","3.9","1.2","-0.6","5.3","6.6","2.4","5.3","85"
"Cincinnati Bengals","DST","CIN","12","10","0","-1","22","-1","0","19","BYE","-4","5","-4","4","2","10","1","10","5.3","85"
"Taylor Gabriel","WR","FA","2.5","4.7","3.4","23.4","-","11.9","2.6","5.2","4.5","0","6.9","4.9","-0.3","2.2","3.3","3.6","6.1","5.3","84.9"
"Rob Gronkowski","TE","FA","16.3","1.5","5.1","4.4","7.5","9.7","-","4.3","-","-","-","11.6","2.6","16.7","2.1","0","2.4","6.5","84.2"
"New York Giants","DST","NYG","4","1","7","0","5","0","5","3","BYE","4","11","3","17","18","2","2","2","5.3","84"
"Greg Joseph","K","MIN","-","-","8","8","6","6","3","7","5","4","-","5","1","10","6","8","6","5.9","83"
"Vance McDonald","TE","FA","-","2.6","17.2","4.2","0.6","6.8","-","4.7","2.5","10.4","8.7","2.7","2.8","3.7","7.3","4.9","3.9","5.5","83"
"Donte Moncrief","WR","FA","1.4","9.4","-0.4","16.9","7.6","0","7.6","5.4","-","15.8","1.1","2.9","4","4.7","0","4.3","2.1","5.2","82.8"
"Graham Gano","K","NYG","4","8","8","-","19","3","1","15","6","3","1","9","5","-","-","-","-","6.8","82"
"Evan Engram","TE","JAC","1.8","12.7","1.9","-","-","-","2.6","8.5","BYE","4.6","6.6","-","-","7.7","7.5","11.3","16.1","7.4","81.3"
"Marvin Jones Jr.","WR","DET","5.4","11.4","12.9","5.6","6.8","BYE","2.9","23.7","6.6","5.5","-","-","-","-","-","-","-","9","80.8"
"Christian Kirk","WR","JAC","0.4","2.7","9","3.5","15","7.7","5.7","10.2","BYE","0.8","13.7","4.1","7.7","-","-","-","-","6.7","80.5"
"Atlanta Falcons","DST","ATL","7","4","-3","2","-2","5","5","BYE","6","1","2","3","11","3","20","14","2","5","80"
"Rashard Higgins","WR","FA","3.8","4.7","3.2","6.1","12.6","-","-","-","1.9","8.8","-","2.4","12.2","-0.1","3","12","8.6","6.1","79.2"
"Michael Badgley","K","DET","-","-","-","-","-","9","8","-","-","9","12","9","5","17","3","4","3","7.9","79"
"Devin Funchess","WR","FA","4.1","7.7","12.7","-","5.3","13.4","12.2","2.7","4.4","3.2","3.9","-","7","0","0","2.3","-","5.6","78.9"
"Michael Crabtree","WR","FA","9.8","5.6","6.1","2.9","6.6","15.3","6.6","3.1","3.2","-","0.7","8.1","3.6","3.1","0","2","2","4.9","78.7"
"Dante Pettis","WR","FA","12.1","3.5","0","0","-","-","-","0","0","1.2","-","13.7","24.7","10.9","8.3","2.1","-","6.4","76.5"
"Jimmy Graham","TE","FA","0.8","9.5","4.5","8.1","7.6","10.4","-","2.1","11.5","1.4","1.3","3.4","5","1.3","3.2","3.4","2.1","4.7","75.6"
"Damien Williams","RB","FA","0","0.2","1.6","0","0","0.1","0","0","0","0","0","-","4.5","15","24.3","18","11.9","4.7","75.6"
"Nick Foles","QB","IND","4.1","15.7","-","-","-","-","-","-","BYE","-","-","-","-","-","9.3","30.9","15.2","15","75.2"
"Sammy Watkins","WR","FA","2.1","13.1","13.5","0","7.8","1.7","7.4","22.7","6.4","-","0.4","-","-","-","-","-","-","7.5","75.1"
"David Moore","WR","FA","0","0","0","3.9","15.8","11.2","-","15.7","1.6","1.6","5.7","16.3","0","0","0.9","0.7","1.6","4.7","75"
"C.J. Beathard","QB","JAC","-","-","0","17.8","20.7","17.9","6.1","12.5","BYE","-","-","-","-","-","-","-","-","12.5","75"
"Josh Adams","RB","FA","0","0","3","0","-0.1","0","1.7","6.7","-","4.7","13.2","16.4","8.5","3.6","8.8","0.1","8.3","4.7","74.9"
"William Fuller V","WR","FA","-","17.3","16.1","10.9","1.5","3.3","6.8","18.4","-","-","-","-","-","-","-","-","-","10.6","74.3"
"Chris Herndon IV","TE","FA","0","3","-0.1","1.8","0","11.6","10.2","7.6","6.2","3.4","-","5.7","3.1","1.4","5.3","14.2","0.8","4.6","74.2"
"Mark Andrews","TE","BAL","3.1","7.7","5.9","1.2","1.6","2","6.8","3.1","5","BYE","1.9","7.4","4.7","0","3.1","14.3","5.4","4.6","73.2"
"Marquez Valdes-Scantling","WR","KC","0","0.3","0","3.8","12.8","10.3","-","10.5","10.1","4.4","0.8","0.3","4.8","1.9","1.2","7.5","4.3","4.6","73"
"Tre'Quan Smith","WR","NO","0","1.8","0","0","23.1","BYE","4.4","1.8","8.3","0","21.7","-","0","0","1.5","1.1","9","4.8","72.7"
"Kendrick Bourne","WR","NE","0","6.4","2.7","9.4","3.3","2.2","0","7.1","6.6","3.3","BYE","2.7","6","2.2","1.6","7.3","11.9","4.5","72.7"
"Willie Snead IV","WR","FA","10.9","5.4","3.9","5.6","5.5","6","3.6","5.4","5.8","-","5.1","0","0.8","6.1","5.8","0","2.5","4.5","72.4"
"Robert Foster","WR","FA","0","3","0","0","0","0","-","-","-","10.5","-","15.4","2.7","10.4","16.8","5.2","8.1","5.5","72.1"
"Chris Hogan","WR","FA","1.1","16.2","3.1","2.5","3.4","7.8","6.3","4.9","0","0","-","4.7","2","0","12.8","0","6.4","4.5","71.2"
"Josh Reynolds","WR","DET","0","0","0","0","4.9","-0.2","1.9","16","0","0","14","-","1.9","3.6","7","4.4","17.5","4.4","71"
"Albert Wilson","WR","FA","3.8","10.5","19.5","2.1","4.3","27","3.6","-","-","-","-","-","-","-","-","-","-","10.1","70.8"
"Ito Smith","RB","FA","0","5.4","3.5","10.8","7","8.1","4.5","-","12.4","2.6","2.2","0.7","2.2","7.4","3.9","-","-","5.1","70.7"
"Cordarrelle Patterson","RB","ATL","1.9","2.3","1.2","12.5","7.1","1.6","-1.6","3.8","12.8","1.1","-","0.9","5.9","11.1","2","6.9","-","4.6","69.5"
"Danny Amendola","WR","FA","2.6","3.2","4.2","2.1","3","5.9","14.4","9.4","4.7","7.2","-","1.3","-","1","3","3.8","2.6","4.6","68.4"
"Tampa Bay Buccaneers","DST","TB","7","7","5","-3","BYE","0","7","1","-2","4","3","12","13","4","7","1","2","4.3","68"
"Cairo Santos","K","CHI","-","-","-","-","9","11","-","-","-","-","5","10","6","2","6","9","9","7.4","67"
"Elijah McGuire","RB","FA","-","-","-","-","-","-","-","-","6.7","5.7","-","2.6","1.5","14.3","11.1","20.5","4.5","8.4","66.9"
"Jordan Reed","TE","FA","10.8","3.5","6.5","-","2.1","3.6","4.3","3.8","3.4","5.1","13.1","7.5","2.1","0","-","-","-","5.1","65.8"
"Josh Doctson","WR","FA","1.1","3.7","0","-","-","2","4.2","4.9","9.1","10.6","3.2","6.6","5.1","8.4","0","3","3.3","4.3","65.2"
"Michael Gallup","WR","DAL","0.9","0.5","1.7","4.5","0.6","2.7","14.1","BYE","5.1","3.4","1","1.9","7.6","2.4","0","11.3","7","4","64.7"
"Marquise Goodwin","WR","CLE","0","-","8.8","2.8","-","25.1","2.4","11.5","1.3","6.9","BYE","-","-","2","0.7","2.9","-","5.9","64.4"
"Chester Rogers","WR","FA","1.8","1.7","1.4","10.5","6.6","11.5","4","2","-","-0.4","0.9","4.9","0","3.6","1","11.4","3.2","4","64.1"
"Marshawn Lynch","RB","FA","10.9","12.8","14.6","15.7","4.1","5.9","-","-","-","-","-","-","-","-","-","-","-","10.7","64"
"John Ross","WR","FA","6.3","0.5","1.6","11.2","-","-","0","-","-","9.9","8.7","9.1","1.5","7.1","0.9","7","0.1","4.9","63.9"
"Jaylen Samuels","RB","FA","-","-","0","0","0","0","-","1.7","0.2","8.9","0","1.2","8.5","9.2","17.2","12.4","4.2","4.5","63.5"
"Cameron Brate","TE","FA","0","0","9.4","8.9","-","7.5","0.3","1.3","1.5","1.4","1.6","8.6","3.6","13.2","0.9","0.8","3.9","3.9","62.9"
"Seth Roberts","WR","FA","1.1","10.3","-","1.2","4.1","3.1","-","10.2","0.8","3.9","3.8","6.5","2.5","7.6","2.7","1.4","2.7","4.1","61.9"
"C.J. Uzomah","TE","NYJ","0.4","4.5","7.9","0.6","4.3","5.4","7.3","0","-","2.3","4.1","3.9","3.3","3.7","2.7","10.9","0.6","3.9","61.9"
"Rashaad Penny","RB","PHI","4.3","3","0.5","4.9","0","7","-","0","2.4","16.8","4.6","0.4","12.5","4.4","-","-","0.6","4.4","61.4"
"Giovani Bernard","RB","FA","0.9","4.2","14.6","21.6","-","-","-","-","-","3.6","2.5","2.2","4.6","2","3.2","0","1.5","5.1","60.9"
"Alfred Morris","RB","FA","1.8","8","12.7","1.8","9.1","0","2.5","2.8","1.3","1.9","-","-","-","0.7","-","-","17.5","5","60.1"
"Chris Conley","WR","TEN","1.5","5.7","7.3","1.3","2.1","1.9","0.6","0","2.3","2.2","19.4","-","8.5","1.3","1.9","3.4","0","3.7","59.4"
"Corey Clement","RB","ARI","2.6","14.5","7.5","-","-","12.9","2.2","0.5","BYE","0.8","1.5","9.6","7.4","-0.4","-","-","-","5.4","59.1"
"Dallas Goedert","TE","PHI","0.4","0","13.3","1.3","1.6","0.7","10.3","9.2","BYE","0","0","3.3","0","10.4","1.2","3","2.7","3.6","57.4"
"Theo Riddick","RB","FA","3.5","4.7","3.6","2.7","2.3","-","-","-","3.6","6","3","6","5.8","5.8","5.6","0.5","2.4","4","55.5"
"Jesse James","TE","FA","6","19.8","0.7","2.3","2","2.6","-","0.9","5.3","6.8","0","3.5","0.7","2.8","0.9","0","0","3.4","54.3"
"Jamison Crowder","WR","NYG","3.2","3.7","10.5","-","5.5","-","-","-","BYE","-","-","-","3.1","14.7","4.6","7.8","0.7","6","53.8"
"Gerald Everett","TE","LAC","0","1.7","0.3","1.3","2.4","2.4","-0.5","2.2","6.8","7.5","16.9","-","0.7","2.9","4.6","4.4","0","3.4","53.6"
"Greg Olsen","TE","FA","3.3","-","-","-","-","4.8","6.5","11.6","13.6","4","6.9","1.1","1.3","-","-","-","-","5.9","53.1"
"Demarcus Robinson","WR","FA","0","6.3","0","3.1","0","0","1.3","0.1","0.3","3","1.4","-","3.8","4.2","6.7","7.7","14.9","3.3","52.8"
"Benjamin Watson","TE","FA","4.4","1.9","7.1","2.3","3","-","10.3","0","12.2","0.1","0","2","0","2.4","2.8","0.6","2.9","3.3","52"
"San Francisco 49ers","DST","SF","6","4","-2","8","1","2","-3","10","15","1","BYE","1","-1","3","3","8","-4","3.3","52"
"Keelan Cole Sr.","WR","LV","5.4","17.6","4","1.5","7","2.1","2.1","-0.2","-","0","0","0","1.6","5.5","0","0","4.5","3.2","51.1"
"Vernon Davis","TE","FA","0.9","0.7","7","-","1.5","10.8","0","2.1","6.2","0","0","13.3","1.5","5.1","1.6","-","-","3.6","50.7"
"Chris Thompson","RB","FA","18.8","9.3","1.7","-","6.2","-","-","2.2","-","-","-","-","2.1","3.8","1.3","2.8","2.4","5.1","50.6"
"Taywan Taylor","WR","FA","0","9.2","3","7.7","1","1.3","0.8","-","2.4","-","-","-","10.4","5.9","1.7","6.4","0.8","3.9","50.6"
"Phillip Dorsett II","WR","LV","12.6","4.4","0","11.5","2.5","0","0.8","0","3","1.8","-","1","0","0","0","1.3","11","3.1","49.9"
"Devontae Booker","RB","FA","1.5","1.7","4.4","1.4","5.9","2.9","-0.1","10.1","6.4","-","0.4","0.6","4.2","1.1","1.7","4.2","3.4","3.1","49.8"
"Josh Johnson","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","24.3","14.9","8.3","2","12.4","49.6"
"Blake Jarwin","TE","FA","0","0","0","0","1.1","0","1.6","-","1.5","0","0","2.5","1.2","5.6","4.5","0.8","29.9","3","48.7"
"Dontrelle Inman","WR","FA","-","-","-","-","-","-","0","5.2","-","4.1","9.4","4","1.4","-","0","10.6","13.7","5.4","48.4"
"Randall Cobb","WR","FA","20.2","3","0.2","-","-","-","-","4","2.4","-","-","-","2.5","10.3","3","-","2.7","5.4","48.3"
"Jimmy Garoppolo","QB","LV","9","16.6","22.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16","48"
"Ty Montgomery","RB","NE","2.8","4","6.5","7.4","3.8","8.2","-","-1.2","-","-","0.5","6.4","5.5","0.2","-","0","2.2","3.6","46.3"
"Breshad Perriman","WR","FA","-","-","-","-","-","-","0.6","0","4.5","3.3","-","-0.6","2.6","8.1","9.1","7.6","11","4.6","46.2"
"Justin Jackson","RB","FA","-","-","-","0","0","1.2","1.4","-","0","0","0","5.7","14.2","3.5","14.5","4.6","1","3.5","46.1"
"Jordan Thomas","TE","FA","2.7","0","5.3","0","1.1","0","0","14.9","6.7","-","1.1","0.6","9.2","3.1","0.2","0","0.6","2.8","45.5"
"Ian Thomas","TE","CAR","0.4","1","2","BYE","3.8","0","0","1.5","0","0","0","0","4.6","7.7","1.4","10.8","12.1","2.8","45.3"
"Tajae Sharpe","WR","FA","1.7","1.4","1.6","8.7","3","3.3","10.1","-","0","0","9.7","0","5.1","0","0.6","0","0","2.8","45.2"
"Nick Vannett","TE","NYG","1.1","2.3","2.7","0.6","4.3","-","-","1.6","11.2","6.8","1.7","2.2","0.4","1.2","0","7.1","1.7","3","44.9"
"Jordan Wilkins","RB","FA","6.1","6.4","2","1.6","2.8","0","5.4","1.4","-","5.3","9","1.2","0","0","0.6","0","2.3","2.8","44.1"
"Jonnu Smith","TE","ATL","1.2","0","0.9","0","0","1.2","1.1","BYE","9.3","10.5","4.4","12.3","2.9","0","-","-","-","3.4","43.8"
"Chase Edmonds","RB","TB","4.8","2","1","0.1","-0.1","0.4","2.1","2.1","-","0.7","1.7","0","18.6","1.4","4.4","2.1","1.8","2.7","43.1"
"Geronimo Allison","WR","FA","12.9","6.4","13.6","8","-","-","-","1.4","-","-","-","-","-","-","-","-","-","8.5","42.3"
"Jordan Matthews","WR","FA","-","-","2.1","11.6","0.4","2.6","0","9.3","-","4","3.7","0","6.4","0.6","0","1.3","0","3","42"
"Allen Hurns","WR","FA","2","0.9","2.2","3","6.3","0","7.4","-","8.3","4","0","0.7","0","0.9","0.9","0","4.9","2.6","41.5"
"Tyrod Taylor","QB","NYG","23.6","14.4","3","-","-","-","-","-","0.4","-","-","-","-","-","-","-","-","10.4","41.4"
"Tyler Higbee","TE","LAR","0","6.3","3.5","0","2.6","0","0","0.6","4","8.5","6.3","BYE","1.9","0.9","1.4","1.6","3.6","2.6","41.2"
"Zane Gonzalez","K","SF","3","6","-","-","-","-","-","-","-","-","BYE","-","10","3","2","3","14","5.9","41"
"Ricky Seals-Jones","TE","FA","1.9","1.7","9.5","5.2","0","6.9","1.2","1.2","-","5.1","0.5","0.5","1","3.1","2.2","0.3","-","2.7","40.3"
"Las Vegas Raiders","DST","LV","1","4","0","12","1","3","-","-4","-1","4","5","4","-1","3","2","6","1","2.5","40"
"Zach Pascal","WR","ARI","1.8","0","0.3","11.6","1.2","4.3","0","-0.4","BYE","0","1.1","0","1.8","12.8","1.2","4.1","0","2.5","39.8"
"Ryan Grant","WR","FA","5.9","3","9.5","6.4","5.8","2.4","-","-","-","0.6","1.5","0.3","0","1.5","1.6","0.5","0.4","2.8","39.4"
"Jakeem Grant Sr.","WR","CLE","3.8","3.2","19","1.7","0","3.2","3.2","3.6","1.6","0","BYE","-","-","-","-","-","-","3.9","39.3"
"Paul Richardson Jr.","WR","FA","2.2","6.3","10.6","-","5","9.3","-","4.1","1.6","-","-","-","-","-","-","-","-","5.6","39.1"
"Jay Ajayi","RB","FA","20.2","8.7","-","8.1","1.4","-","-","-","-","-","-","-","-","-","-","-","-","9.6","38.4"
"Kyle Juszczyk","RB","SF","5.6","1.3","9.8","1.5","8.7","1","1.3","1","1.1","1.3","BYE","0","2","2.1","0.3","0","0.4","2.3","37.4"
"Tim Patrick","WR","DEN","0","2.6","0","0","0.6","0","0","9.7","1.7","BYE","0","0","0","9.6","6.5","3.7","2.8","2.3","37.2"
"DeVante Parker","WR","NE","-","-","4","-","-","0","-","13.4","0.8","4.3","BYE","1","10.3","1.8","0","1.3","0","3.4","36.9"
"DaeSean Hamilton","WR","FA","0","0","0","0","4.4","0","0","-","-","-","0.4","1.3","0","10.7","4.6","10","4.9","2.6","36.3"
"Laquon Treadwell","WR","SEA","1.8","8.3","3.3","4.7","2.1","3.8","1.1","2.5","3.7","-","0.7","0.6","1.3","1.6","0","-","0.7","2.4","36.2"
"Matt McCrane","K","FA","-","-","-","14","4","4","-","-","-","-","3","-","-","-","-","-","11","7.2","36"
"Rex Burkhead","RB","FA","6.9","2.2","2.6","-","-","-","-","-","-","-","-","-","4.1","0.5","4.3","5.9","9.2","4.5","35.7"
"Ted Ginn Jr.","WR","FA","15.3","3.5","9.2","0.1","-","-","-","-","-","-","-","-","-","-","-","7.4","-","7.1","35.5"
"Keke Coutee","WR","FA","-","-","-","10.7","11.3","3.3","0.3","-","-","-","7.7","1.4","-","-","-","-","-","5.8","34.7"
"Isaiah McKenzie","WR","IND","-","-","-","-","-","-","-","0","BYE","4.6","-","7.9","2.6","12.9","5.7","0.8","0","4.3","34.5"
"Jack Doyle","TE","FA","4","2","-","-","-","-","-","13","-","3.6","4.3","7.6","-","-","-","-","-","5.8","34.5"
"Demetrius Harris","TE","FA","-","0","7.3","5.9","0.5","0","7.7","0","0","0","0.3","-","9.9","2.8","0","0","0","2.3","34.4"
"Malcolm Brown","RB","FA","2.3","6.6","4.2","0","0","2.4","7.1","0.7","7.8","1","1.5","-","0.8","-","-","-","-","2.9","34.4"
"Ryan Switzer","WR","FA","0.8","1.9","6.9","3.3","0.5","0.7","-","0","2.1","3.1","2.8","7.1","0.9","0.1","1.2","1.8","0.2","2.1","33.4"
"Equanimeous St. Brown","WR","CHI","0","-","-","-","8.9","1.9","-","3.1","0.4","0.3","1.6","5.8","0","1.2","0.7","9.4","-","2.8","33.3"
"Blaine Gabbert","QB","FA","2.7","8.9","0.3","-","-","-","-","-","-","-","6.7","-","-0.1","-","-0.1","8","6.6","4.1","33"
"Keith Kirkwood","WR","NO","-","-","-","-","-","BYE","-","-","-","4.5","3.3","6.5","9","2.1","4","3.5","0","4.1","32.9"
"Raheem Mostert","RB","MIA","0","0","0.8","0","-1.1","8.7","7.8","1.8","14.6","-","BYE","-","-","-","-","-","-","3.6","32.6"
"Jeff Wilson Jr.","RB","MIA","-","-","-","-","-","-","-","-","-","-","BYE","4.1","11.4","9.6","2.6","3.8","0.9","5.4","32.4"
"Levine Toilolo","TE","FA","0.7","0","0","1.2","0","-","0","1.2","0","1.6","1.3","0","9","2.6","2.8","1.6","10.3","2","32.3"
"Trenton Cannon","RB","FA","2.1","0","0","0","0","0","7.3","2.2","1.5","3.5","-","-0.3","2.5","6.7","3.7","0.9","1.6","2","31.7"
"Tavon Austin","WR","FA","0.1","15.4","8","0.7","4.4","1.9","-","-","-","-","-","-","-","-","-","-","1","4.5","31.5"
"Matt LaCosse","TE","FA","0","0","0","1.7","1.9","0.7","1.2","2.9","4.4","-","0.9","9.4","0","0.3","4.3","-","3.3","2.1","31"
"James Develin","RB","FA","2.2","0","0","0","0","0.3","0","0.7","0","6.1","-","0","13.4","6.2","1.8","0","0.2","1.9","30.9"
"Taysom Hill","TE","NO","0","0","3.9","2.8","8.3","BYE","1.5","2.1","1","2.4","0.8","1.3","0","-0.6","1.7","-2","7.4","1.9","30.6"
"Ryan Griffin","TE","FA","0","1.9","4.4","1.2","6.5","0","-","-","1.3","-","0","3.8","1.2","8","-0.1","1.5","0.8","2.2","30.5"
"Wayne Gallman Jr.","RB","FA","0.8","1.3","2.5","0.3","0","4.2","0","-0.1","-","0.3","3.5","2.3","1.4","3.8","-","1.2","9","2","30.5"
"Geoff Swaim","TE","FA","1.8","0","4.7","9.9","5.5","2.1","2.5","-","-","1.3","2.4","-","-","-","-","-","-","3.4","30.2"
"Darren Fells","TE","FA","1.2","1.5","0","10.9","0.8","0","0","0.6","0","0","-","6.6","0","0","0","7.8","0.3","1.9","29.7"
"Chase Daniel","QB","FA","-","-","-","-0.2","-","-","0","-","-0.3","-","-","18.4","11.8","-","-","-","-","5.9","29.7"
"Trent Taylor","WR","CIN","2.8","0","2.4","1.2","12.1","-","0.6","0.7","BYE","1.2","-","0","1.1","0.6","0.8","2.3","3.7","2.1","29.5"
"Travis Benjamin","WR","FA","2","-","-","0.2","-","-","1.3","-","-0.2","-0.2","0","4.7","10.5","1.1","6.5","1.7","1.1","2.4","28.7"
"Kalen Ballage","RB","FA","-","-","-","0.3","0.2","-","0","0.5","1.5","0.6","-","-0.5","0.3","0","18.1","4.9","2.8","2.4","28.7"
"Anthony Firkser","TE","FA","-","0","-","-","-","2.5","0","-","0","1.1","4.4","5.2","10.2","2.7","0","1.6","0.8","2.4","28.5"
"Luke Stocker","TE","FA","3.7","1.5","1.1","0","0","0","7.1","-","0.5","0","1.6","1.4","0","0.7","2.7","0","8.2","1.8","28.5"
"Jason Croom","TE","FA","1.8","0.7","8.6","1.3","0.9","0","0.8","1.4","1.6","0","-","1.6","0","-","2.5","3.5","3.2","1.9","27.9"
"James Washington","WR","FA","0","7.4","2.5","1","0","0","-","-","1.7","0","1.1","0","-","1.1","6.5","0","6.4","2","27.7"
"Will Dissly","TE","SEA","16.5","10.2","0.4","0.5","-","-","BYE","-","-","-","-","-","-","-","-","-","-","6.9","27.6"
"Chris Moore","WR","FA","0.5","1.1","0","2.2","2","1.2","2.3","1.9","3","-","2.2","0.1","2.1","0","6","0.8","1.9","1.7","27.3"
"Colt McCoy","QB","ARI","-","-","-","-","-","-","-","-","BYE","-","9.7","15.5","2","-","-","-","-","9.1","27.2"
"Trent Sherfield","WR","BUF","0","-","0","0","0","-","0","-","-","0","0.6","0.6","2.1","7.7","7.5","6.2","2.3","2.1","27"
"Virgil Green","TE","FA","2.1","5.5","0.6","0.9","7.3","0","0","-","2.8","3","2.7","0","0","0","0.9","1.2","0","1.7","27"
"Kyle Allen","QB","BUF","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","1.5","25","13.3","26.5"
"Brandon Bolden","RB","LV","0","0","0","0","0","0","0","0","0","0","-","0","1","18","1.2","5.3","0.9","1.7","26.4"
"Mike Nugent","K","FA","8","8","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.7","26"
"Bennie Fowler III","WR","FA","-","-","-","-","-","-","1.1","4.8","-","0","1","2.3","1.1","6.6","4.3","2.6","2.1","2.6","25.9"
"Justin Hardy","WR","FA","0","0","0","0.4","0","3.3","2.4","-","0","0.7","0","0.6","0","9","8.9","0","0","1.6","25.3"
"Lee Smith","TE","FA","0","0","0","2.3","0","0","-","0","0","0","0.6","3.9","6.1","6.3","6.1","0","0","1.6","25.3"
"Mo Alie-Cox","TE","IND","-","-","-","1.7","-","3.4","0.7","8.6","BYE","8.8","0","-","-","-","0","0","2.1","2.8","25.3"
"Rod Smith","RB","FA","0.5","0","0","2.2","1","0.4","0","-","0.8","2.2","0.8","0.7","0.2","4.3","1.4","-0.7","10.9","1.5","24.7"
"Josh Hill","TE","FA","1.5","0.5","1.7","6.3","8.4","-","0","0","1","0","2.6","0","0","0","2.4","0.1","0","1.5","24.5"
"Chad Williams","WR","FA","0","0","0.8","8.2","2.3","0.5","3.4","2.1","-","-","-","-","-","-","-","0.7","6","2.4","24"
"Cody Core","WR","FA","-","-","0","0","0","0","3","0","-","1.7","0","0.7","9","3","1","5.6","0","1.7","24"
"Tyler Eifert","TE","FA","4.4","2.3","7.4","9.8","-","-","-","-","-","-","-","-","-","-","-","-","-","6","23.9"
"Jordan Akins","TE","CLE","1.1","2.1","1.8","2.4","0.9","0.6","0","0","0","-","4.2","0.8","1.3","4","0","3.3","0","1.4","22.5"
"Hayden Hurst","TE","CAR","-","-","-","BYE","0.7","0","0","8.9","2.1","-","0","2.5","0","0","2","1.8","4.3","1.9","22.3"
"James O'Shaughnessy","TE","FA","0","1.7","0","2.8","2.7","2.9","-","-","-","4.6","0.4","0","1.9","1.2","0.7","0","2.5","1.5","21.4"
"Marcell Ateman","WR","FA","-","-","-","-","-","-","-","-","-","-","5","1.6","7.6","4.5","2","0","0.7","3.1","21.4"
"Nick Boyle","TE","FA","4","2.6","0.2","3.6","1","0.7","0.8","0.7","0","-","3.6","1.9","0.7","0","0","1.5","0","1.3","21.3"
"Maxx Williams","TE","FA","3.2","3.8","0.5","5.1","0.8","0","0.1","-","-","-","-","0","0","7","0.6","0","0","1.6","21.1"
"Dan Arnold","TE","FA","-","-","-","-","0","-","3.5","0","0","2.5","2.5","10.5","2","-","0","-","0","2.1","21"
"Marvin Hall","WR","FA","0","3","0.7","0.2","2.5","0","12.3","-","0","1.2","0.3","0","0","-0.3","1","0","0","1.3","20.9"
"Josh McCown","QB","FA","-","-","-","-","-","-","-","-","-","1.8","-","15.5","3.4","0","-","-","-","5.2","20.8"
"DeAndre Carter","WR","LV","1","0","-","0","0","1.1","0","0","-","-","0","1.4","3.2","0","6.2","6.1","1.3","1.5","20.3"
"Mike Gesicki","TE","NE","1.1","0","3.1","0.9","2.6","1.1","4.4","1.4","0","0.5","BYE","-1.5","0","0","2.3","0.5","1.8","1.1","18.2"
"Andy Janovich","RB","FA","0","1.1","0.2","3.2","0","0","0","0","0.9","-","1.2","0","0.7","0.3","0","1.1","9","1.1","17.7"
"Matt Barkley","QB","BUF","-","-","-","-","-","-","-","-","-","17.1","BYE","-","-","-","-","-","-","17.1","17.1"
"Richie James Jr.","WR","FA","-","0","-","-","0.7","0","0","0","6","0","-","2.7","-2","0","0","0.4","9.2","1.3","17"
"Alex Erickson","WR","WAS","0","0","0","1.6","2.4","0.8","-0.1","0.5","-","0","0","0","-1.8","1.4","2.3","3.5","6.3","1.1","16.9"
"Jake Kumerow","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","1.1","0","0.5","12.8","1.9","3.3","16.3"
"MyCole Pruitt","TE","FA","-","0","0","0","0","0","0","-","0","0","1.9","1.3","0.4","0.9","0.2","8.9","2.6","1.1","16.2"
"Kai Forbath","K","LAR","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","8","5","3","5.3","16"
