"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Tom Brady","QB","FA","21.3","16.4","7.5","19","27.5","21.8","21.7","13.8","15.7","10.8","-","19.2","14.9","26.6","13.2","5","26","17.5","280.3"
"Christian McCaffrey","RB","SF","7.5","13.9","19.4","-","15.3","6.6","8","17.6","27.7","31.8","11","35.7","22.1","22.1","18","17.8","4","17.4","278.5"
"Alvin Kamara","RB","NO","34.1","11.9","19","36.1","3.9","BYE","13.5","19.6","29.6","22.2","16.8","9.8","7.2","10.7","16.3","22.5","-","18.2","273.2"
"Mitch Trubisky","QB","PIT","14","14.4","5.6","43.5","-","27.3","31.4","21.9","8","36","14.9","-","-","4.7","19","12.1","10.1","18.8","263"
"Ezekiel Elliott","RB","FA","14.6","14.7","11.8","30","8.4","17.7","4.2","-","11.2","30.7","26.1","20.3","19.5","19.2","12.8","10.9","-","16.8","252.1"
"Tyreek Hill","WR","MIA","29.3","15","5.6","5.6","8.7","32.2","13.6","7","8.5","25.7","33.5","-","5","14.5","4.1","9.1","23.6","15.1","241"
"Baker Mayfield","QB","TB","-","-","9.8","12.8","18","12.3","20.9","14.1","17.9","22.6","-","25.9","13.9","13.7","12.1","25","21","17.2","240.1"
"Melvin Gordon III","RB","FA","18.6","24.6","14.4","23.9","18","33","-","-","18.3","22.5","15.6","18.6","-","-","-","11.4","6.6","18.8","225.5"
"James Conner","RB","ARI","28.9","14.5","9.5","6.4","30.5","24.9","-","33.2","22.3","13.3","4.9","7.5","19.4","-","-","-","9.4","17.3","224.7"
"Antonio Brown","WR","FA","15.3","6.7","11","12.2","22.1","16.5","-","19.4","10.2","15.6","17.7","6.7","21.4","3.5","10.9","30.5","-","14.6","219.7"
"Davante Adams","WR","LV","14.8","12.4","11.2","8.1","20","25.2","-","13.3","10","17.7","16.6","12.9","15.3","14.1","13.9","13.1","-","14.6","218.6"
"DeAndre Hopkins","WR","ARI","7.1","17","8.6","22.9","13.1","12.3","11","20.2","16.5","-","9.6","7.4","9.1","9.6","29","10.4","14.7","13.7","218.5"
"Derek Carr","QB","NO","6.2","15.5","13.6","31.6","13.2","4.8","-","27.8","7.3","7.9","15.7","9.8","24.2","18.8","11.6","6.4","1.4","13.5","215.8"
"Case Keenum","QB","HOU","19.2","14.5","5.7","7.8","21.1","19.5","8.8","15.4","15.6","BYE","8.2","15.6","10.9","13.8","12.4","14","12.5","13.4","214.9"
"Julio Jones","WR","FA","18","6.4","9.6","17.3","6.2","14.4","8.4","-","18.1","16.7","17.8","12.8","1.8","22.6","14.2","8.8","19.8","13.3","212.9"
"Matthew Stafford","QB","LAR","8","24.7","17.5","20.8","15.2","-","17.6","17","6.6","15.9","13.4","5.4","10","4.7","12.3","4.6","18.4","13.3","212.2"
"Josh Allen","QB","BUF","5.6","13","27.7","1.9","9.2","5.4","-","-","-","-","BYE","26.3","28.7","18.3","19.8","11.7","40.5","17.3","208.1"
"Kareem Hunt","RB","FA","4.9","14","16.4","23.5","15.4","24.5","32.1","14.6","32.1","9.6","17.1","-","-","-","-","-","-","18.6","204.2"
"Joe Mixon","RB","CIN","20.9","8.7","-","-","17.5","14.4","5.1","25.8","BYE","8.5","11.2","15.5","9.5","19.8","25","7.8","10.7","14.3","200.4"
"Mike Evans","WR","TB","20.7","12.3","19.7","5.9","BYE","5.8","10.7","23.9","1.6","5.1","18","11.6","4.8","8.6","12.1","15","22.6","12.4","198.4"
"David Johnson","RB","FA","12.7","5.1","12.1","15.2","19.1","10.9","7","10","-","30.3","15.4","7.9","7.2","6.1","16.1","12.7","8.8","12.3","196.6"
"Jameis Winston","QB","NO","-","-","-","6.5","-","30.7","20.1","8.8","-","-","15.6","22.9","22.8","19.2","4.3","14.8","30.1","17.8","195.8"
"Adam Thielen","WR","CAR","10.2","19.1","10.5","19.5","17.6","18.3","17","15.8","8.7","-","8.6","18.5","8.8","7.8","1.9","8.3","3.7","12.1","194.3"
"Carson Wentz","QB","FA","-","-","11.2","20.7","21","24.5","18.7","22.6","-","21.1","0.8","13.2","19.8","18.8","-","-","-","17.5","192.7"
"Travis Kelce","TE","KC","0.6","22.9","11.4","13.8","10","6.1","9.5","13.9","21.9","4.6","18.7","BYE","26.8","13.7","6.1","5.4","6.2","12","191.6"
"Michael Thomas","WR","NO","22","18.9","12.9","4.7","7.4","BYE","12.9","8.1","27.1","19","15.2","3.8","4","9.8","4.9","16.9","2.9","11.9","190.5"
"Chicago Bears","DST","CHI","14","17","13","14","BYE","5","6","5","28","12","15","13","5","20","8","7","8","11.9","190"
"James White","RB","FA","11.6","8.4","11.1","23.2","13.7","9.2","21.7","15.4","22.3","2.6","-","7.8","11.8","2.8","3.7","11.4","12.9","11.9","189.6"
"Phillip Lindsay","RB","FA","16.2","11.1","2","13.9","8.1","6.6","15.6","17.2","8.4","-","22.6","17","27.9","11.1","4.4","5.7","-","12.5","187.8"
"JuJu Smith-Schuster","WR","NE","11.9","18.1","11.6","6","9.4","13.1","-","3.3","7.8","16.3","10.4","24.9","4.9","25","4","9.5","9.7","11.6","185.9"
"Derrick Henry","RB","TEN","3.1","5.9","5.7","3.1","5.6","2.6","12.5","BYE","9.2","17.8","4.6","2.9","10.5","47.8","29.2","14.5","10.6","11.6","185.7"
"Chris Carson","RB","FA","5.9","2.4","18.4","-","12.7","5.9","-","18.4","4","-","12.3","12.3","10.8","15","20.8","23.6","18.9","13","181.4"
"Robert Woods","WR","HOU","4.3","8.1","23.7","16.1","14.5","12.1","8.4","7","7.5","10.6","13.2","-","13.8","6.1","9.3","22.4","2.5","11.2","179.6"
"Marcus Mariota","QB","PHI","1.6","-","9.1","30.4","4.2","7.2","15.3","-","22.8","21.3","3.1","22.9","21.6","5.8","4.6","5.1","-","12.5","174.9"
"Andy Dalton","QB","CAR","16.5","26.6","14.1","24.8","12.9","17.2","7.9","20.2","-","6.9","19.3","8.1","-","-","-","-","-","15.9","174.5"
"Nick Chubb","RB","CLE","2.1","1.4","0.6","22.5","0.2","2.5","14","7.5","15","32.9","BYE","24.8","13.2","14.3","10","11.5","2","10.9","174.5"
"Blake Bortles","QB","FA","13.2","32.5","8.9","24.3","20.6","10.2","1.4","19.7","-","21.6","3.9","9","-","-","-","4.1","3.8","13.3","173.2"
"George Kittle","TE","SF","9","2.2","9.9","18.5","8.3","3","15.8","5.7","16.8","8.3","BYE","5.8","7","27","5.1","7.4","20.9","10.7","170.7"
"Ka'imi Fairbairn","K","HOU","9","5","12","14","13","8","10","6","8","BYE","13","12","21","3","22","6","8","10.6","170"
"Adrian Peterson","RB","FA","20.6","5","24","-","4.2","9.7","10.7","25.6","3.3","6.9","17.1","4.4","15.8","1.9","7.1","12.7","0","10.6","169"
"Sam Darnold","QB","SF","13.8","13.5","2.8","11.5","18.4","18","12","12.3","1.2","-","BYE","-","-","9.8","21.6","26","7.5","13","168.4"
"Ryan Fitzpatrick","QB","FA","42.3","30","25.1","3","-","-","-","19.6","24","13.7","8.1","-","-","-","-","-","-","20.7","165.8"
"Tyler Lockett","WR","SEA","11.9","12","14.2","5.3","16.4","8","BYE","10.7","2.2","14.5","7.2","16.5","12.2","5.9","5.6","9.9","12.9","10.3","165.4"
"Stefon Diggs","WR","BUF","11.1","26.9","1.7","12.3","11.6","4.2","2.6","17.9","-","-","18.6","14.9","4.9","8.1","11.8","7","10.7","11","164.3"
"Zach Ertz","TE","ARI","4.8","9.4","7.3","11.2","17","10.3","13.8","8.6","BYE","26.5","1.5","15.1","8.3","3.8","2.2","23","1.5","10.3","164.3"
"Brandin Cooks","WR","DAL","9.3","15.9","9","18.6","0","5.3","13.1","8.3","17.4","16.9","10.7","-","6.2","2.2","5.9","6.2","18.2","10.2","163.2"
"Keenan Allen","WR","LAC","16.8","6.7","2.4","6.3","9.5","10.3","7.2","BYE","15.2","11.7","15","13.2","22.8","13.8","0","5.8","6.4","10.2","163.1"
"T.Y. Hilton","WR","FA","10.6","14.3","5","11.5","-","-","14.5","3.4","-","7.7","27.5","12.5","7.7","19.9","8.5","13.8","6.1","11.6","163"
"Tarik Cohen","RB","FA","4.1","2.5","6.8","23.4","-","16.1","14.3","17","1.3","10.4","3","11.9","22.6","8.9","9.5","1.9","9.2","10.2","162.9"
"Tevin Coleman","RB","FA","10.5","12.5","10.7","7.7","3","10.1","14.2","-","27.6","6.3","8.5","8.3","1.1","4.1","20.5","5.1","11.4","10.1","161.6"
"Marlon Mack","RB","FA","-","3.6","-","-","-","9.3","29.9","26.9","-","5.8","12.9","9.6","3.3","9.3","24.9","9.8","15.8","13.4","161.1"
"Jordan Howard","RB","FA","10.7","6.8","14.1","2.5","-","4.9","10.8","14.1","16.7","3.2","6.5","1.5","8","10.3","13.5","13","23.4","10","160"
"Justin Tucker","K","BAL","12","7","13","16","10","3","5","3","10","BYE","12","11","17","6","8","12","15","10","160"
"Lamar Jackson","QB","BAL","4.9","0.6","0","1.7","1","2.2","7.1","8.4","1.5","BYE","15.9","20.2","16.5","18.6","16.7","16.1","26.2","9.8","157.5"
"Eric Ebron","TE","FA","11.1","8.6","3.3","10","22.5","13","3.1","9.7","-","25.1","0","16.5","5.2","12.5","0.8","2.8","12","9.8","156.2"
"Odell Beckham Jr.","WR","FA","11","5.1","10.9","7","23.4","4.4","20.2","13.6","-","19.3","14.5","8.5","15.5","-","-","-","-","12.8","153.3"
"Kenyan Drake","RB","FA","6.6","13","1","1.6","17.5","5.8","14.7","21.5","3.5","3.8","-","21.6","10.4","13.9","3.4","5.4","9.5","9.6","153.2"
"Wil Lutz","K","NO","6","8","15","16","8","BYE","6","16","11","17","12","7","4","8","7","8","2","9.4","151"
"Jason Myers","K","SEA","12","9","5","6","11","27","7","5","9","6","-","9","19","10","4","8","4","9.4","151"
"Los Angeles Rams","DST","LAR","17","13","13","5","1","5","22","7","-2","5","21","BYE","9","8","1","8","16","9.3","149"
"Lamar Miller","RB","FA","10.9","7","9.1","4.9","-","7.1","15.9","19.3","4.8","-","10.8","22.7","11.5","11.2","0.8","-","11.6","10.5","147.6"
"Harrison Butker","K","KC","9","6","8","9","13","18","9","6","7","10","9","BYE","12","9","4","13","5","9.2","147"
"Houston Texans","DST","HOU","8","2","4","13","7","19","14","4","5","BYE","15","9","18","4","5","6","14","9.2","147"
"Aaron Jones","RB","GB","-","-","4.7","14.2","5.9","4.1","BYE","14.6","6.5","29.2","22.3","15.3","11.2","16.6","0.8","-","-","12.1","145.4"
"Tyler Boyd","WR","CIN","2.6","15.1","19.7","10","4.4","18.2","2.7","19.6","BYE","6.5","7.1","14.5","9.7","5.2","9.8","-","-","10.4","145.1"
"Mason Crosby","K","FA","7","19","6","14","4","17","-","12","5","7","6","5","5","13","12","13","0","9.1","145"
"Calvin Ridley","WR","JAC","0","12.7","33.5","17.5","3.8","4.7","4.3","-","13.7","4","3.7","13.3","2.2","1","4.2","15","9.2","8.9","142.8"
"Ryan Tannehill","QB","TEN","13.6","17.1","26.2","0","7.1","-","-","BYE","-","-","-","17.6","15","23.9","4.4","10","7.1","12.9","142"
"Aldrick Rosas","K","FA","10","7","10","4","14","7","6","7","-","9","10","12","15","10","0","10","10","8.8","141"
"Amari Cooper","WR","CLE","1.8","11.6","1.7","18.8","1","0","-","-","11.8","7.5","3.6","30","5.6","39.7","4.3","2","1.1","9.4","140.5"
"Robbie Gould","K","FA","11","14","7","9","0","15","6","7","10","13","-","3","5","9","15","9","6","8.7","139"
"Stephen Gostkowski","K","FA","9","9","4","8","9","22","8","14","7","6","-","9","6","9","4","6","8","8.6","138"
"Alex Smith","QB","FA","19.6","13.1","16.8","-","13.7","15.8","12.7","12.4","16.4","12.7","4.7","-","-","-","-","-","-","13.8","138"
"Brett Maher","K","FA","0","8","9","15","12","21","6","-","2","9","13","7","8","13","0","11","4","8.6","138"
"Mike Williams","WR","LAC","8.1","8.7","20.1","1.5","4.8","1.4","11.8","BYE","9","0","5.6","14.5","5.2","4.5","29.5","1.1","11.4","8.6","137.2"
"Kenny Golladay","WR","FA","11.4","14.9","11.3","7.4","15.8","-","3.7","1.2","5.4","13.8","17.3","9","5","0.5","14.6","5.8","-","9.1","137.1"
"Joe Flacco","QB","FA","21.7","17.8","15.3","22.2","11.2","11.9","19.6","9.1","8.2","-","-","-","-","-","-","-","-","15.2","137.1"
"Jarvis Landry","WR","FA","10.6","6.9","12.3","9.4","6.9","1.1","15.7","3.9","5","2.2","-","3","10.3","21.1","3.7","7.8","16.2","8.5","136.1"
"Matt Breida","RB","NYG","5.1","21.9","11.7","7.1","12.1","12.1","-0.5","4.2","4.7","25.2","-","14","5.7","-","9.6","2.6","-","9.7","135.5"
"Julian Edelman","WR","FA","-","-","-","-","5.7","12.1","9.6","11.7","11.4","10.6","-","14.4","6","14.6","9","13","15.3","11.1","133.4"
"Sony Michel","RB","FA","-","4.1","4.9","17.2","17","22.6","1.5","-","-","3.1","-","20.5","7","5.7","5.9","17.6","5","10.2","132.1"
"New England Patriots","DST","NE","8","3","3","10","7","0","12","20","4","1","BYE","8","10","5","7","10","23","8.2","131"
"Peyton Barber","RB","FA","6.9","2.9","3.3","3","-","16.6","3","14.5","4","6.6","17","12.3","8.5","4.4","14.9","5.6","6.8","8.1","130.3"
"Austin Ekeler","RB","LAC","18.6","9.8","5.1","11.6","11.9","6","6.8","BYE","3.4","1.9","6.9","16.3","4.3","15.4","-","-","11.8","9.3","129.8"
"Matt Prater","K","ARI","5","10","14","6","7","-","16","2","9","6","10","4","10","6","1","11","12.3","8.1","129.3"
"Greg Zuerlein","K","NYJ","17","-","-","-","-","-","13","8","11","12","12","-","14","8","12","7","14","11.6","128"
"Emmanuel Sanders","WR","FA","19.5","9.6","13.3","6.3","7.2","17.5","21.3","5.1","4.7","-","6.2","14.6","1.9","-","-","-","-","10.6","127.2"
"Chris Godwin","WR","TB","10.1","11.6","11.4","2.2","BYE","11.6","5.9","5.2","4","10.3","5","4.2","16.1","1.3","0","3.9","23.4","7.9","126.2"
"Denver Broncos","DST","DEN","12","3","4","1","4","7","32","3","5","BYE","7","10","14","6","7","1","10","7.9","126"
"Adam Vinatieri","K","FA","13","3","10","10","8","10","5","10","-","3","8","10","0","8","13","4","11","7.9","126"
"Baltimore Ravens","DST","BAL","17","-1","6","6","11","21","3","-4","1","BYE","1","12","15","5","7","20","6","7.9","126"
"Jared Cook","TE","FA","18","4.9","3.1","23","2","1","-","13.4","2","5.2","9.1","9.2","16","11.6","2.3","2","2.8","7.9","125.6"
"Kansas City Chiefs","DST","KC","4","-3","4","6","22","0","14","9","5","10","11","BYE","8","4","8","-1","24","7.8","125"
"Minnesota Vikings","DST","MIN","18","4","3","-3","13","12","12","2","22","BYE","8","7","2","5","13","7","0","7.8","125"
"Nick Mullens","QB","MIN","-","-","-","-","-","-","-","-","22.2","10.1","-","8.7","22.7","18.3","14.8","7.6","19.1","15.4","123.5"
"Seattle Seahawks","DST","SEA","7","7","15","4","4","17","BYE","10","3","-2","5","2","16","15","5","4","11","7.7","123"
"Cody Parkey","K","FA","11","6","12","15","-","4","8","6","12","2","11","6","9","7","6","2","5","7.6","122"
"Jake Elliott","K","PHI","4","3","8","11","7","10","6","6","BYE","10","1","11","10","5","15","9","6","7.6","122"
"Mark Ingram II","RB","FA","-","-","-","-","19.3","-","4.2","9.2","1.6","22.2","22.3","6.6","2.8","11.3","7.4","10.3","4.3","10.1","121.5"
"Dustin Hopkins","K","LAC","6","11","7","-","9","14","8","10","2","12","3","5","9","0","11","14","0","7.6","121"
"Alshon Jeffery","WR","FA","-","-","-","16.5","3.9","19.4","14.8","3.5","-","4.8","3.3","3.9","3.1","11","16","8.2","11.9","9.3","120.3"
"Washington Commanders","DST","WAS","13","5","7","BYE","0","8","15","15","0","17","10","3","1","3","14","4","5","7.5","120"
"Corey Davis","WR","NYJ","6.2","5.5","3.4","22.1","4.9","2.4","1","-","6","18.5","2.9","19.5","11.4","2.1","3.3","4.6","4.8","7.4","118.6"
"T.J. Yeldon","RB","FA","12.9","7.1","9","20","18.2","7","12.8","9","-","6.3","3.2","3.3","6.5","1.7","1.1","-","-","8.4","118.1"
"Indianapolis Colts","DST","IND","5","9","10","8","0","2","19","1","BYE","3","13","3","12","5","16","2","10","7.4","118"
"Ryan Succop","K","FA","11","9","9","9","16","0","7","-","4","10","5","5","8","6","5","8","5","7.3","117"
"Larry Fitzgerald","WR","FA","7.6","2.8","0.9","2.8","3.5","3.9","10","18.2","-","5","14.3","9","4.8","5.5","8.2","10.6","9.6","7.3","116.7"
"Sterling Shepard","WR","NYG","4.8","2.4","14","15.7","7.5","3.7","16.7","3.4","BYE","9.6","2.2","3.7","2.8","7.7","3.7","11","7.6","7.3","116.5"
"Mohamed Sanu Sr.","WR","FA","1.8","1.5","11.6","11.1","13.3","10.6","2.1","-","4.5","2.7","5.9","7.7","3.7","5.4","4.1","17","13.4","7.3","116.4"
"Tennessee Titans","DST","TEN","5","7","12","6","7","2","3","BYE","10","7","-4","3","5","10","17","13","10","7.1","113"
"Pittsburgh Steelers","DST","PIT","10","1","17","4","16","3","BYE","7","3","15","9","2","1","6","7","4","8","7.1","113"
"Josh Rosen","QB","FA","-","-","0.6","12.5","10.5","7.6","3.2","19.3","-","8.2","13.4","6.1","9.2","7.9","0.1","8.4","6","8.1","112.9"
"Adam Humphries","WR","FA","2.7","0.8","3.4","3.6","-","8.2","3.7","7.6","20.9","5.3","12","11.4","12.1","4.2","2.3","7.9","6.6","7","112.7"
"Dalvin Cook","RB","MIN","7.5","9","-","2","-","-","-","-","10.9","BYE","-1","13.6","10.6","14.3","28.3","10.8","6","10.2","112"
"DeSean Jackson","WR","FA","26.6","18.9","3.7","11.2","-","8.4","9.3","13.2","3.2","6.7","3.8","2.5","-","-","-","2.8","-","9.2","110.3"
"New Orleans Saints","DST","NO","-4","6","0","8","8","BYE","1","15","-2","9","13","15","15","8","12","6","0","6.9","110"
"Latavius Murray","RB","FA","4.2","1.9","3.1","3.8","5.6","21.8","20.3","15.5","10.7","-","0.5","3.3","1.4","0.4","12.8","2.8","1.8","6.9","109.9"
"Zay Jones","WR","JAC","2.6","6.3","1.7","3.8","2","9.5","2.7","5.5","1.8","15.3","-","0","20.7","2.2","1.1","12.7","21.3","6.8","109.2"
"Jacksonville Jaguars","DST","JAC","13","5","7","9","5","-1","2","8","BYE","1","9","0","17","4","4","17","9","6.8","109"
"Los Angeles Chargers","DST","LAC","-3","10","4","5","11","10","5","BYE","13","13","0","8","2","3","1","6","21","6.8","109"
"Golden Tate","WR","FA","13.9","11.8","6.9","25.2","4.2","-","6.6","5.3","-","1.9","4","3","16.5","0.7","4.3","1.3","3.3","7.3","108.9"
"Dede Westbrook","WR","FA","5.1","13.6","3.1","12.1","5.5","9.8","1.7","10","-","4.3","1.9","14.7","2.4","14.8","4.1","5.4","-1","6.7","107.5"
"Kerryon Johnson","RB","FA","3.7","6.6","11","11.6","8.5","-","17.9","9.1","4.4","18.9","15.7","-","-","-","-","-","-","10.7","107.4"
"Buffalo Bills","DST","BUF","0","1","17","6","12","14","-2","3","2","11","BYE","7","5","4","4","7","16","6.7","107"
"Chosen Anderson","WR","FA","9.2","0.7","0.2","1.8","24.3","3.9","4.4","-","3.3","-","-","2.2","4.8","13.6","15.6","20","2.4","7.6","106.4"
"Stephen Hauschka","K","FA","3","10","11","0","9","9","3","9","4","13","-","6","3","11","2","7","6","6.6","106"
"Randy Bullock","K","FA","11","11","3","7","11","3","4","8","-","2","3","2","4","11","12","6","8","6.6","106"
"Brandon McManus","K","DEN","13","8","2","13","4","8","10","5","6","BYE","5","7","6","2","12","2","3","6.6","106"
"Miami Dolphins","DST","MIA","7","13","8","0","6","7","0","-4","25","4","BYE","7","9","1","6","12","5","6.6","106"
"A.J. Green","WR","FA","13.2","24.9","5.8","13.8","11.2","8.5","11.7","13.6","-","-","-","-","0.7","-","-","-","-","11.5","103.4"
"Mike Davis","RB","FA","-","0.2","0.7","24.4","13.5","2.6","-","3.5","10.7","14","5","1.4","1","2.7","8.4","3.1","11.6","6.9","102.8"
"DJ Moore","WR","CHI","0.3","11.8","0.3","-","6.7","3.7","2.9","12.9","4.8","2.5","21.7","9.8","6.5","6.7","1.4","1.9","8.1","6.4","102"
"John Brown","WR","FA","10.5","15.2","8.6","17.9","5.8","2.8","19.4","2.8","1.5","-","2.3","2.5","0","8.3","0.9","2.7","0.7","6.4","101.9"
"Dion Lewis","RB","FA","17","4.3","4","6.6","2.8","1.4","15.5","-","18.2","6.8","3.2","4.1","3.4","5.2","4.4","2.5","2.3","6.4","101.7"
"Nelson Agholor","WR","BAL","5.5","15","2.4","2.2","4.5","9.1","2","6.3","-","8.3","0","1.2","5.6","4.9","0.8","17.6","16","6.3","101.4"
"Arizona Cardinals","DST","ARI","5","3","8","3","21","14","3","5","BYE","5","4","2","2","7","1","3","15","6.3","101"
"Detroit Lions","DST","DET","8","5","8","3","10","BYE","4","1","6","0","6","7","5","18","2","2","15","6.3","100"
"Cleveland Browns","DST","CLE","16","7","9","3","11","-1","14","4","0","7","BYE","7","4","4","7","4","4","6.3","100"
"Dan Bailey","K","FA","-","-","0","12","13","10","14","2","6","-","6","6","4","1","11","9","5","7.1","99"
"Leonard Fournette","RB","FA","5.5","-","-","3.5","-","-","-","-","-","22.9","20.1","22.8","-","4.1","6.4","13.1","-","12.3","98.4"
"Allen Robinson II","WR","LAR","6.1","8.3","5","8.3","-","12.4","0.4","-","-","25.3","3.9","3.7","7.9","4.2","5.4","7.4","-","7.6","98.3"
"Jason Sanders","K","MIA","9","2","4","1","6","14","3","13","8","14","BYE","6","3","4","5","1","5","6.1","98"
"Dallas Cowboys","DST","DAL","6","12","2","3","6","11","2","BYE","7","5","6","9","8","4","2","14","1","6.1","98"
"Nyheim Hines","RB","BUF","5.2","6.5","4.3","19.3","9","3.5","4.2","8.5","-","2.2","3.4","5","5.5","1.7","6.4","10.3","2.9","6.1","97.9"
"Curtis Samuel","WR","WAS","-","-","-","BYE","9.7","0","8.5","2.8","17.8","-0.1","11.5","10.2","9.6","8","2.5","4.1","13.2","7.5","97.8"
"Josh Gordon","WR","FA","7.7","-","-","3.2","11","4.2","10","4.2","19","8.1","-","7","11.8","9.6","1.9","-","-","8.1","97.7"
"Kenny Stills","WR","FA","22.6","1.7","12.1","4","1.7","5.5","6.5","-","1.9","2.6","-","0.6","9.7","19.5","1.7","0.5","6.8","6.5","97.4"
"Philadelphia Eagles","DST","PHI","10","6","3","5","4","10","2","7","BYE","4","-4","4","9","8","8","5","16","6.1","97"
"Tyrell Williams","WR","FA","6.8","4.8","3.6","4.8","6.6","23.9","17.8","-","8.3","4.6","2.2","0","1.4","1.4","7.1","1.2","2.3","6.1","96.8"
"Cooper Kupp","WR","LAR","12.8","6.3","12.8","28.2","15","1.2","-","-","14.9","3.9","-","BYE","-","-","-","-","-","11.9","95.1"
"Courtland Sutton","WR","DEN","4.5","0.9","3.7","5.1","7.8","5.8","8.8","7.8","5.7","BYE","7.8","1.4","14.5","1.3","4.2","12.5","2.5","5.9","94.3"
"New York Jets","DST","NYJ","20","9","4","7","7","13","-3","2","8","-3","BYE","0","13","10","5","2","0","5.9","94"
"Alex Collins","RB","FA","5.9","9","13.4","8.5","6.6","17.4","4.8","10.3","9.9","-","7.8","-","-","-","-","-","-","9.4","93.6"
"LeSean McCoy","RB","FA","2.1","6.8","-","3.7","10.8","9.4","0.1","9.5","2.9","23.8","-","5.3","6.4","0.1","-","1.9","10.4","6.7","93.2"
"Trey Burton","TE","FA","1.5","8.2","5.5","14.6","-","8.3","18.6","1.8","8.8","6","0.9","0.8","0","2.2","9.6","3","3.3","5.8","93.1"
"Chris Boswell","K","PIT","3","3","6","6","5","8","BYE","8","5","12","2","10.1","7","3","6","9","-","6.2","93.1"
"Austin Hooper","TE","LV","2.4","11.9","4.3","1.9","7.7","13.1","4.8","-","4.1","11.6","2.7","3.1","10.4","3.7","0","3.6","6.7","5.8","92"
"Green Bay Packers","DST","GB","6","10","1","23","2","7","BYE","4","1","14","5","2","3","13","3","-2","0","5.8","92"
"Frank Gore","RB","FA","6.1","4.4","1.2","11.7","6.3","11.9","3.3","5.8","5.9","10.2","-","7.7","3.1","11.6","1.4","-","-","6.5","90.6"
"Daniel Carlson","K","LV","7","3","-","-","-","-","-","4","3","7","12","6","12","7","13","11","5","7.5","90"
"Carolina Panthers","DST","CAR","12","1","10","BYE","12","3","7","8","6","-3","2","1","6","5","10","5","5","5.6","90"
"Wendell Smallwood","RB","FA","0","1","15.1","5.4","15.1","5.1","3.7","12.6","-","3.4","-0.4","0","0","0.3","17.7","2.7","7.7","5.6","89.4"
"Antonio Callaway","WR","DAL","0","14.8","2","5.4","2.2","2.9","1.4","9.6","5.1","3.9","-","12.2","6.4","0","9.5","0","13.9","5.6","89.3"
"Jalen Richard","RB","FA","7.9","0.3","5.9","3.6","5.7","5.1","-","6.4","4.9","5.9","9.3","1.6","10.6","2.9","5.6","11.1","1.8","5.5","88.6"
"Carlos Hyde","RB","FA","12.5","11","22.3","14.2","7.7","3.4","-","1.1","-","0.5","4.4","3.3","1.7","-0.3","-","4.7","1.9","6.3","88.4"
