"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Seattle Seahawks","DST","SEA","13","4","12","7","14","7","13","5","BYE","11","6","9","10","12","9","1","15","9.3","148"
"Robbie Gould","K","FA","14","14","0","13","7","14","-","10","2","13","10","5","11","3","7","16","9","9.3","148"
"LeSean McCoy","RB","FA","8.7","11.6","8.6","-","-","15.4","10.4","-","17.9","15.9","18.3","14.1","11.2","10.9","3.7","-","-","12.2","146.7"
"Michael Crabtree","WR","FA","3.7","17.1","3.6","8","5.4","-","12.3","16.2","22.8","5.5","5","7.9","10.5","1.9","7","9.9","9.4","9.1","146.2"
"Cairo Santos","K","CHI","10","6","2","27","5","5","11","9","-","21","9","13","2","5","12","6","3.1","9.1","146.1"
"Stephen Hauschka","K","FA","11","7","16","11","6","14","10","7","-","9","5","3","8","5","13","5","16","9.1","146"
"Justin Tucker","K","BAL","10","15","6","15","6","8","5","20","BYE","2","11","10","7","6","2","10","13","9.1","146"
"Jordan Matthews","WR","FA","10.2","14","4.9","5","4.4","3.9","1.4","-","19.3","2.1","1.3","12","9.6","1.9","21.9","16.4","17.4","9.1","145.7"
"John Brown","WR","FA","10.6","4.5","6.2","8.8","13.3","17.6","12.5","-","-","0","11.2","9.9","11.3","13.8","9.8","8.5","4.5","9.5","142.5"
"T.Y. Hilton","WR","FA","8.8","4.5","9.4","6.7","8.8","13.4","27","1.5","8.2","-","2.1","21.5","3.6","13.2","2.9","6.4","4.4","8.9","142.4"
"Pittsburgh Steelers","DST","PIT","1","8","11","9","13","11","2","9","4","16","BYE","-1","15","16","6","2","19","8.8","141"
"Tavon Austin","WR","FA","7.5","4.6","3.8","23.6","8.8","-","6.4","21.9","8.1","2.3","0.1","15.6","3.8","5.9","19.3","2.8","6.2","8.8","140.7"
"Amari Cooper","WR","CLE","4.7","16.9","11.4","10.9","4.9","-","19.3","4.8","14.8","7.9","0.4","11.5","6.2","0","24","1","2","8.8","140.7"
"Brandon McManus","K","DEN","18","9","7","12","12","14","BYE","11","6","1","5","6","5","13","3","8","10","8.8","140"
"Ted Ginn Jr.","WR","FA","5.4","10.1","9.3","13.8","-","1.8","10.2","6","2","4.5","10.9","0","20","24.5","20.5","0.9","-","9.3","139.9"
"Tyler Eifert","TE","FA","22.4","10.9","0","6.9","21","9","-","3.9","23.3","2.6","14.2","10","-","4.2","-","-","11.1","10.7","139.5"
"Cincinnati Bengals","DST","CIN","10","11","3","7","7","4","BYE","13","7","9","5","17","15","4","14","6","6","8.6","138"
"Mike Evans","WR","TB","-","0","10.1","3.2","4.1","BYE","22.4","4.8","13","12.6","12.3","6.4","12.1","3.9","15.7","6.1","9.9","9.1","136.6"
"New England Patriots","DST","NE","5","13","5","BYE","14","4","4","15","9","5","8","4","3","15","18","9","2","8.3","133"
"Giovani Bernard","RB","FA","8.8","13.9","8.3","12.2","10.1","13.3","-","3.4","8.6","7.9","14.6","6.7","3.5","6.7","5.1","4.3","4.8","8.3","132.2"
"Josh McCown","QB","FA","2.3","-","19.6","22.2","35.5","11.7","8.9","18.2","-","-","-","13.7","-","-","-","-","-","16.5","132.2"
"Los Angeles Rams","DST","LAR","8","4","11","10","9","-","25","12","3","2","6","2","2","13","4","17","4","8.3","132"
"Dan Bailey","K","FA","9","8","4","8","8","-","9","14","11","9","6","7","15","1","12","7","3","8.2","131"
"Mike Nugent","K","FA","9","6","4","4","10","11","-","13","7","7","8","7","15","9","6","7","8","8.2","131"
"Blaine Gabbert","QB","FA","-","-","-","-","-","-","-","-","14.6","-","16.8","15.8","25.3","13.7","10.8","15.9","16.9","16.2","129.7"
"Chris Boswell","K","PIT","-","-","-","-","7","17","7","4","12","10","BYE","11","16","18","11","5","8","10.5","126"
"Josh Lambo","K","FA","9","8","2","14","11","8","9","10","7","-","5","7","5","3","6","10","11","7.8","125"
"Dustin Hopkins","K","LAC","-","7","8","11","9","10","7","-","4","18","2","9","12","7","5","6","10","8.3","125"
"Mason Crosby","K","FA","7","16","9","5","6","9","-","6","3","5","22","9","3","4","12","0","8","7.8","124"
"Randall Cobb","WR","FA","9.8","11.6","28.3","4.4","2.3","3.8","-","3.7","15.9","5","8.4","7.4","2.8","9","5.8","1.7","4","7.7","123.9"
"Travis Benjamin","WR","FA","14.9","23.5","8.5","7.9","8.3","11.7","2.7","2.6","2.2","10.6","-","16","0","4.1","3.5","2","5.3","7.7","123.8"
"Adam Vinatieri","K","FA","0","1","5","12","11","3","3","17","12","-","7","15","4","10","4","4","15","7.7","123"
"Jason Myers","K","SEA","3","13","6","7","7","2","4","-","12","13","13","15","3","10","6","1","7","7.6","122"
"Minnesota Vikings","DST","MIN","5","8","15","6","BYE","8","8","2","2","7","1","12","0","2","10","17","19","7.6","122"
"Indianapolis Colts","DST","IND","0","4","12","5","6","9","4","7","5","BYE","15","11","0","9","8","14","12","7.6","121"
"T.J. Yeldon","RB","FA","6.7","8.3","4.2","10.9","12.3","-","18.4","-","10.1","6.7","8.2","8.2","19.6","6.3","-","-","-","10","119.9"
"Golden Tate","WR","FA","2.4","8","5.7","3.5","6.2","10","1.4","5.9","-","6.3","7.1","11","6.6","19.5","16.5","5.9","3.4","7.5","119.4"
"Green Bay Packers","DST","GB","4","7","8","15","22","6","BYE","1","-2","3","12","2","5","8","14","6","8","7.4","119"
"Philadelphia Eagles","DST","PHI","5","8","10","3","14","19","7","BYE","12","7","-1","-2","20","6","1","1","9","7.4","119"
"Matt Prater","K","ARI","4","4","0","5","6","13","7","4","BYE","9","13","10","14","2","5","14","8","7.4","118"
"Travis Kelce","TE","KC","22.6","5.8","10","2.9","3.5","8.8","7.3","10.9","BYE","3.6","4.6","12.9","4.2","1.8","7.3","10.3","1","7.3","117.5"
"Benjamin Watson","TE","FA","1.9","1.2","2.2","3","9.6","18.7","5.9","20.7","6","1.9","-","5.3","9.8","7","10.9","0.5","11.9","7.3","116.5"
"New York Jets","DST","NYJ","17","14","3","8","BYE","6","2","-1","14","5","3","8","6","11","11","5","4","7.3","116"
"Washington Commanders","DST","WAS","6","5","-1","10","10","12","3","BYE","4","13","0","10","8","5","5","15","10","7.2","115"
"Willie Snead IV","WR","FA","6.3","8.4","4.4","8.9","14.1","5.5","2.5","19","9.5","0","-","5","-","12.2","7.6","7.5","3.5","7.6","114.4"
"Julian Edelman","WR","FA","10.6","22.9","8.5","-","18","11.2","5.4","20.1","9.5","5.3","-","-","-","-","-","-","-","12.4","111.5"
"Donte Moncrief","WR","FA","10.6","18.2","9.2","7.5","0.3","12.9","9.4","1.8","3","-","4.1","11.4","3.3","5.2","11.1","1.5","-0.2","6.8","109.3"
"Marvin Jones Jr.","WR","DET","1.9","11.1","15.4","1","6.1","15.5","-","1.4","7.8","3.6","6","5.5","11.5","6.1","8.9","3.3","3.8","6.8","108.9"
"Las Vegas Raiders","DST","LV","0","3","10","10","10","-","4","6","1","4","5","7","7","15","7","6","11","6.6","106"
"Alshon Jeffery","WR","FA","7.8","-","-","-","-","20.7","-","17.6","15.1","2.3","-","9","8.5","16.7","7","-","-","11.6","104.7"
"Tampa Bay Buccaneers","DST","TB","0","12","4","3","15","BYE","8","10","4","12","18","3","6","2","1","2","4","6.5","104"
"Duke Johnson Jr.","RB","FA","2.2","4.3","3.5","17.6","7.7","5.6","9","7.1","9.8","2.8","-","5","3.2","8.4","8.5","4.1","4.5","6.5","103.3"
"Tyler Lockett","WR","SEA","3.4","1.7","0","3.9","2.9","0","13.9","3.6","BYE","0.7","17.3","3.8","9.7","22.4","11.5","3.3","4.3","6.4","102.4"
"Richard Rodgers","TE","FA","3.8","10.3","1.5","10.5","4.5","3.4","-","1.6","13.9","9.2","0.7","3","20.6","6.3","0.7","0.2","11.9","6.4","102.1"
"New York Giants","DST","NYG","12","2","8","10","2","9","16","6","13","7","BYE","2","5","3","2","-1","4","6.3","100"
"Theo Riddick","RB","FA","9.7","2.6","6.6","3.6","11.3","7.8","4.8","4.7","-","2.6","8.6","12.8","3.1","6.2","3","8.3","3.3","6.2","99"
"Buffalo Bills","DST","BUF","9","2","15","3","8","-1","10","BYE","7","16","4","0","4","3","-1","11","8","6.1","98"
"Stefon Diggs","WR","BUF","-","-","-","8.7","-","12.9","17.7","15.5","4.2","5.6","6.6","3.1","1.6","1.2","17.5","1.9","0.8","7.5","97.3"
"Greg Zuerlein","K","NYJ","10","6","7","6","5","-","6","5","17","7","1","-","-","3","7","6","11","6.9","97"
"Detroit Lions","DST","DET","13","3","5","22","-2","2","7","-1","BYE","4","7","9","5","4","1","6","12","6.1","97"
"Nick Foles","QB","IND","19","10.1","6.9","18.7","1.8","-","6.3","13.3","6.9","6","-","3.3","3.6","-","-","-","-","8.7","96.1"
"Zach Ertz","TE","ARI","4.6","1.7","3","1.1","6","4.3","6.3","-","4.4","6.8","1.2","-","6.9","9.8","13.8","10.2","15.2","6.4","95.3"
"Keenan Allen","WR","LAC","16.6","-0.4","25.3","13.2","5.7","15.7","8.9","9.5","-","-","-","-","-","-","-","-","-","11.8","94.5"
"Atlanta Falcons","DST","ATL","4","5","3","21","12","1","9","2","5","BYE","9","3","5","-2","5","8","3","5.8","93"
"Baltimore Ravens","DST","BAL","16","-1","11","5","3","3","3","2","BYE","6","14","9","7","-2","3","10","3","5.8","92"
"Ameer Abdullah","RB","LV","15.4","1.8","10.2","4.4","0.5","6.9","4.3","0.3","-","2.2","4.6","7.5","6.7","4.4","12.9","4.8","5.1","5.8","92"
"Jacksonville Jaguars","DST","JAC","6","3","-2","8","1","1","24","BYE","1","10","10","2","4","17","3","-2","4","5.6","90"
"Tennessee Titans","DST","TEN","15","1","6","BYE","7","5","8","4","8","5","9","5","6","0","4","2","3","5.5","88"
"Jason Witten","TE","FA","18","5.6","6.5","5.7","1.3","-","7.3","1.6","4.3","4.2","2.7","3.6","4.6","4","4.9","1.2","11.8","5.5","87.3"
"Le'Veon Bell","RB","FA","-","-","19.2","21","18.7","8.8","13.7","5.8","-","-","-","-","-","-","-","-","-","14.5","87.2"
"Randy Bullock","K","FA","7","6","7","-","-","-","-","-","-","5","6","9","11","14","8","9","5","7.9","87"
"Alfred Morris","RB","FA","12.1","7.2","1.9","6.5","1.5","3.2","0.7","-","1","10.6","0","9","1.2","8.4","8.4","4.9","10","5.4","86.6"
"Miami Dolphins","DST","MIA","9","0","-4","2","BYE","24","12","-2","2","8","7","-3","17","1","4","3","6","5.4","86"
"Dion Lewis","RB","FA","12","17.8","12.7","-","15.3","3.9","-","17.2","5.3","-","-","-","-","-","-","-","-","12","84.2"
"Eric Ebron","TE","FA","11.3","10.3","6.1","2.2","-","-","14.9","2.4","-","2.8","0","2.8","6.9","2.7","7.9","4.9","8.5","6","83.7"
"Danny Amendola","WR","FA","2.4","3.2","9.9","-","0.6","10.5","14.6","1.1","3.2","7.9","11.7","-","13.6","4.6","-1.7","-","1.7","6","83.3"
"Los Angeles Chargers","DST","LAC","5","4","2","6","6","3","-3","2","11","-","3","4","7","10","6","5","12","5.2","83"
"James White","RB","FA","0","-","3.4","-","0","0","3","0.3","-","1.1","16.6","0.6","17.9","10","13.7","9.2","6.8","5.9","82.6"
"Dallas Cowboys","DST","DAL","2","18","-3","3","4","BYE","2","7","1","10","12","2","6","1","5","8","2","5","80"
"Cleveland Browns","DST","CLE","1","14","2","1","0","13","5","8","2","4","BYE","10","-3","13","1","4","5","5","80"
"Seth Roberts","WR","FA","1.2","7.2","11.6","0","0","-","0.6","2.1","7.3","0.5","5.4","23.3","5.1","8","0","5.7","2","5","80"
"Ryan Succop","K","FA","6","2","9","-","8","4","1","7","10","5","9","1","6","0","5","0","7","5","80"
"Cole Beasley","WR","BUF","2.9","1.4","4.9","6.2","4","-","-2","0","23.2","0.8","1.4","10.4","0","2.5","3.7","2.9","17.3","5","79.6"
"Kyle Rudolph","TE","FA","5.3","9","1.4","0.7","-","6.9","7","2.2","3","0.7","16.6","5.3","1.3","6.7","2.1","11.3","0","5","79.5"
"Chicago Bears","DST","CHI","-1","0","4","7","8","4","BYE","3","8","9","6","10","6","5","-3","7","4","4.8","77"
"Melvin Gordon III","RB","FA","4.7","9.8","5.1","4.6","7.4","0.9","2.9","6.1","5.6","-","4.9","8","4.3","6.3","4.7","-","-","5.4","75.3"
"Devin Funchess","WR","FA","0.9","1.5","1.4","0","-","2.4","2","0.8","13.1","4.1","12.4","1.9","7.3","2.5","9","0","16","4.7","75.3"
"DeSean Jackson","WR","FA","0","-","-","-","-","-","-","-","1.5","4.4","14.7","12.6","12","4.3","21.3","4","-","8.3","74.8"
"Jamison Crowder","WR","NYG","0.2","0.7","6.5","6.5","8.7","4","4.8","-","5","12","0.5","1.2","2.9","1.3","0.1","3.3","16.9","4.7","74.6"
"New Orleans Saints","DST","NO","1","7","1","4","0","18","10","1","1","-1","BYE","3","12","2","1","6","7","4.6","73"
"Jimmy Graham","TE","FA","11.1","1.1","14.3","2.9","3","14","3.1","7.5","-","4.1","3.9","7.5","-","-","-","-","-","6.6","72.5"
"Robert Woods","WR","HOU","2.7","12","3.8","1.3","0.6","4.7","14.4","-","0","1.9","4.4","2.5","7.9","10.6","4.4","-","-","5.1","71.2"
"Kai Forbath","K","LAR","5","-","-","-","-","-","3","12","4","2","-","8","4","6","10","8","9","6.5","71"
"Carlos Hyde","RB","FA","30.2","6.1","6.1","2.2","15.7","6","4","-","-","-","-","-","-","-","-","-","-","10","70.3"
"Marshawn Lynch","RB","FA","12.4","6.2","2.3","-","-","11.4","18.2","8.2","-","11","-","-","-","-","-","-","-","10","69.7"
"DeVante Parker","WR","NE","0","0.3","4.6","0","-","0","0","0","-","-","0","14","12.3","1.6","8.7","9.3","16.6","4.8","67.4"
"San Francisco 49ers","DST","SF","14","-4","-1","4","1","5","10","3","3","BYE","2","2","10","7","6","1","2","4.1","65"
"Nick Folk","K","NE","7","9","7","10","-","10","13","9","0","-","-","-","-","-","-","-","-","8.1","65"
"Dwayne Harris","WR","FA","1.1","0","0","11.1","7.2","1.8","4.3","15.7","0.1","14.2","-","2.9","0.8","4.1","0.9","0.6","-","4.3","64.8"
"Dontrelle Inman","WR","FA","-","0","0","8.8","0","7.8","2.6","1","0.8","-","5.1","12.5","1.5","-","7.8","14.2","2.5","4.6","64.6"
"Jerick McKinnon","RB","FA","2.8","0.6","1.8","0.6","-","0.2","3.7","1.8","1.1","0.7","1.5","3.3","2.4","0.8","14.6","21.7","4.8","3.9","62.4"
"Kenny Stills","WR","FA","1.2","0.8","0","14.1","-","4.6","0","5.8","7.4","0","11.2","1.2","0","10.9","2.3","1.4","1.1","3.9","62"
"Albert Wilson","WR","FA","2.5","0","0","-","-","11.7","7.1","1.2","-","1.6","5.6","3.3","2.2","14.7","3.5","3.9","2.4","4.3","59.7"
"Mohamed Sanu Sr.","WR","FA","3.4","1.5","3.4","8.4","6.9","3.8","-","1","11","0.5","2.1","0.8","0.7","2.4","1","9.9","1.7","3.7","58.5"
"Dez Bryant","WR","FA","4.8","-","-","-","-","-","-","1.2","16.4","4.5","10.5","2.6","6.2","0.9","11","-","-","6.5","58.1"
"Chris Thompson","RB","FA","1.1","1","14.6","7.7","4.8","3.8","-","-","2.1","7.7","1.7","1.6","2.4","-","-","7.2","1.9","4.4","57.6"
"Chris Hogan","WR","FA","0","1.1","10.2","4.3","11.4","3.1","5.6","-","0","0","9.5","3.4","1.2","2","1.3","3.9","0.6","3.6","57.6"
"Kyle Juszczyk","RB","SF","1.7","1.1","1.1","0.3","9.1","2.2","7.5","3.9","-","4.7","1.3","1.8","-0.2","0","8.6","5.5","7.8","3.5","56.4"
"Davante Adams","WR","LV","5.9","3.3","0","-","-","-","-","0.8","11.3","7.9","3.6","1.4","8.1","1.2","3.2","4.2","5.4","4.3","56.3"
"AJ McCarron","QB","FA","-","-","-","-","-","-","-","-","-0.2","-","-","0.1","0.8","16","11.9","12.1","14.6","7.9","55.3"
"Brandon Bolden","RB","LV","1.3","0.3","0","-","0","0","-","0","9.9","-0.3","1.5","15.5","2.4","5.1","5.4","6","3.6","3.4","50.7"
"Vance McDonald","TE","FA","0.5","0","-","0.7","0.9","1","0.1","1.3","1.9","-","12.5","13.1","1.8","-","1","12.1","3.7","3.6","50.6"
"Darren Fells","TE","FA","14.2","0","1.3","1.7","8.5","0.9","-","-","-","2.1","7.8","0","2.2","4.3","5.4","0","0.7","3.5","49.1"
"Jared Cook","TE","FA","8.5","4.7","0.7","2.2","0.8","-","-0.1","7.7","1","3.5","3.1","5.8","2.2","1.1","6.4","0.5","0","3","48.1"
"Cameron Brate","TE","FA","-","-","0","0.7","0","-","0.6","10.8","1.7","0.6","10.7","11.3","1.2","1.6","2","4.6","1","3.3","46.8"
"Case Keenum","QB","HOU","-","-","-","-","-","-","-","-","BYE","0","5.4","-","-","3.2","17.1","8.5","9.4","7.3","43.6"
"Tevin Coleman","RB","FA","8","9.2","-","-","0.3","2","1.4","2.1","0.3","-","2.8","9","1.7","1.5","2.3","-","-","3.4","40.6"
"J.J. Nelson","WR","FA","0","-2","-","-","-","-","0","7","-","-","20.2","5.3","9.4","0","0","0","0","3.6","39.9"
"Vernon Davis","TE","FA","4.7","6.2","0","-","-","0","6.1","2.4","0","1.9","6.8","1","2.5","7.4","0.5","0","0","2.6","39.5"
"Ryan Grant","WR","FA","1.5","4.5","0.9","4.5","0.4","2.2","11.4","-","0","0","0","1.9","0","0","1.3","2.4","7.8","2.4","38.8"
"Ryan Griffin","TE","FA","1.8","-","-","-","-","-","-","-","-","3.6","0.6","13.2","8.9","2","3","1.3","2.7","4.1","37.1"
"Jay Ajayi","RB","FA","-","-","-","-","-","-","-","-","4.1","4.8","3.6","5.8","3.2","1.5","10.2","2.3","0.2","4","35.7"
"Maxx Williams","TE","FA","1.5","0.8","4.4","1.7","0","2.4","-","0","-","10","2","0","-","0","3.1","1.6","5.3","2.3","32.8"
"Nelson Agholor","WR","BAL","0.5","3.1","0","4.4","0.5","-","-","-","BYE","3.2","1.1","1.5","0","12.2","0","3.5","2.3","2.5","32.3"
"Adam Humphries","WR","FA","1.4","0","-","0","-","-","-","1.4","5.5","2.5","5","2","0.6","6.6","6","1","0","2.5","32"
"Phillip Dorsett II","WR","LV","2.5","2.5","10.3","1.1","0.9","3","0.8","-","-","-","-","-","-","0","0.1","3.1","3.9","2.6","28.2"
"Luke Willson","TE","FA","0","3.6","-","1.5","1.7","1.6","0","10.1","-","0","1.5","1.2","3.6","0.8","1.7","0","-","2","27.3"
"Ty Montgomery","RB","NE","0","3.7","7.4","2.5","11.9","1.5","-","-","-","-","-","-","-","-","-","-","-","4.5","27"
"Matt Schaub","QB","FA","-","-","-","-","-","-","-","-","-","-","-","14.3","12.3","-","-","-","-","13.3","26.6"
"Chris Conley","WR","TEN","0","0","1.6","5.3","0.6","1.6","12.3","0.6","-","0","1.7","0","0","0","0","0","2.2","1.6","25.9"
"Taylor Gabriel","WR","FA","2","-0.3","2.8","4.2","7.5","0.5","-0.5","3.2","0.3","2.6","-","-","-","-","1.8","0","0","1.9","24.1"
